phone_id,phone_number,phone_type,owner_person_id,service_provider,status,case_id
PH04828,+91-9696306987,Mobile,P06236,BSNL,Active,C0448
PH04829,+91-9852756849,Mobile,P06238,Vi,Active,C0448
PH04830,+91-7354080341,Mobile,P06240,MetroWave Communications,Active,C0448
PH04831,+91-7220195275,Mobile,P06241,MetroWave Communications,Active,C0448
PH04832,+91-7918696330,Mobile,P06242,Jio,Active,C0448
PH04833,+91-7846047943,Mobile,P06243,MetroWave Communications,Active,C0448
PH04834,+91-8797047083,Mobile,P06244,Vi,Active,C0448
PH04835,+91-7119499140,Mobile,P06245,Airtel,Inactive,C0448
PH04836,+91-8703262658,Mobile,P06248,MetroWave Communications,Active,C0449
PH04837,+91-9997034058,Mobile,P06249,Jio,Active,C0449
PH04838,+91-7825030145,Mobile,P06250,Jio,Active,C0449
PH04839,+91-8767324885,Mobile,P00711,MetroWave Communications,Active,C0450
PH04840,+91-9615481076,Mobile,P06252,Jio,Active,C0450
PH04841,+91-7072302858,Landline,P06253,Airtel,Active,C0450
PH04842,+91-9189629648,Landline,P06254,BSNL,Active,C0450
PH04843,+91-9355132089,Mobile,P06258,MetroWave Communications,Active,C0450
PH04844,+91-9372152121,Mobile,P06259,BSNL,Active,C0450
PH04845,+91-7315255868,Mobile,P06260,Vi,Active,C0450
PH04846,+91-7725959240,Mobile,P01858,Jio,Active,C0451
PH04847,+91-8316528678,Mobile,P02458,Jio,Active,C0451
PH04848,+91-9345113734,Mobile,P06262,Jio,Inactive,C0451
PH04849,+91-9135037246,Mobile,P06262,Jio,Active,C0451
PH04850,+91-7693606559,Mobile,P06263,MetroWave Communications,Active,C0451
PH04851,+91-9235033711,Mobile,P06264,Vi,Active,C0451
PH04852,+91-9188432174,Mobile,P06265,Airtel,Inactive,C0451
PH04853,+91-9344173301,Mobile,P06266,Airtel,Active,C0451
PH04854,+91-7913732704,Mobile,P06267,Vi,Active,C0451
PH04855,+91-9001300560,Mobile,P06268,MetroWave Communications,Active,C0451
PH04856,+91-8121075689,Mobile,P06270,Vi,Active,C0451
PH04857,+91-9047343988,Mobile,P06271,Vi,Active,C0451
PH04858,+91-8915021727,Mobile,P06273,Jio,Active,C0451
PH04859,+91-9331182058,Mobile,P06274,Jio,Active,C0451
PH04860,+91-7676126589,Mobile,P06275,BSNL,Active,C0451
PH04861,+91-7566578679,Mobile,P06276,MetroWave Communications,Active,C0451
PH04862,+91-8991425682,Mobile,P06277,Jio,Active,C0451
PH04863,+91-8144255068,Mobile,P06278,Airtel,Active,C0451
PH04864,+91-8030467723,Mobile,P06279,MetroWave Communications,Inactive,C0451
PH04865,+91-8483354832,Mobile,P06280,BSNL,Active,C0451
PH04866,+91-8209935953,Mobile,P06281,Airtel,Active,C0451
PH04867,+91-9830526541,Mobile,P06284,Vi,Active,C0451
PH04868,+91-7149147826,Mobile,P06285,MetroWave Communications,Active,C0451
PH04869,+91-7480280662,Mobile,P06286,MetroWave Communications,Active,C0451
PH04870,+91-8807654765,Mobile,P06288,BSNL,Active,C0451
PH04871,+91-8615359027,Mobile,P06290,Vi,Active,C0451
PH04872,+91-9403281477,Mobile,P06291,Vi,Active,C0451
PH04873,+91-7288128802,Mobile,P06292,BSNL,Inactive,C0451
PH04874,+91-8240874290,Mobile,P06294,Airtel,Active,C0451
PH04875,+91-7257042918,Mobile,P06296,BSNL,Active,C0451
PH04876,+91-8216075490,Mobile,P06298,Vi,Active,C0451
PH04877,+91-9906908362,Mobile,P06299,MetroWave Communications,Active,C0451
PH04878,+91-8187728380,Mobile,P06300,Jio,Active,C0451
PH04879,+91-8991528674,Landline,P06300,Airtel,Active,C0451
PH04880,+91-8530356279,Mobile,P06301,Vi,Active,C0451
PH04881,+91-8333276873,Mobile,P06303,Jio,Active,C0451
PH04882,+91-9192392794,Mobile,P06305,MetroWave Communications,Active,C0451
PH04883,+91-7716727180,Mobile,P06306,MetroWave Communications,Active,C0451
PH04884,+91-8455933359,Mobile,P06307,MetroWave Communications,Active,C0451
PH04885,+91-8811215048,Mobile,P06309,Jio,Active,C0452
PH04886,+91-7537748214,Mobile,P06310,Airtel,Active,C0452
PH04887,+91-8392588041,Mobile,P06311,BSNL,Inactive,C0452
PH04888,+91-8922739147,Mobile,P06313,Jio,Active,C0452
PH04889,+91-9875159655,Mobile,P06313,Vi,Inactive,C0452
PH04890,+91-9431752442,Mobile,P06315,Vi,Active,C0452
PH04891,+91-7479638519,Mobile,P06317,Vi,Active,C0452
PH04892,+91-9930370460,Mobile,P06318,Vi,Active,C0452
PH04893,+91-8154242135,Mobile,P06319,MetroWave Communications,Active,C0452
PH04894,+91-9674309300,Mobile,P06322,MetroWave Communications,Active,C0452
PH04895,+91-8431445239,Mobile,P06323,Vi,Inactive,C0452
PH04896,+91-9381680344,Landline,P06324,Jio,Active,C0452
PH04897,+91-7080488860,Mobile,P06325,BSNL,Active,C0452
PH04898,+91-9641979669,Mobile,P06325,MetroWave Communications,Active,C0452
PH04899,+91-7911749729,Mobile,P06327,Jio,Active,C0452
PH04900,+91-9437564251,Landline,P06329,BSNL,Active,C0452
PH04901,+91-7100418111,Mobile,P06330,BSNL,Active,C0452
PH04902,+91-9770676064,Mobile,P06332,Jio,Active,C0453
PH04903,+91-9013116611,Mobile,P06333,Jio,Inactive,C0453
PH04904,+91-7737437905,Mobile,P06333,Airtel,Inactive,C0453
PH04905,+91-8311763999,Mobile,P06334,Jio,Active,C0453
PH04906,+91-7270901973,Landline,P06335,BSNL,Active,C0453
PH04907,+91-7518622254,Mobile,P06336,MetroWave Communications,Active,C0454
PH04908,+91-7968063408,Mobile,P06338,Jio,Active,C0454
PH04909,+91-8606629159,Mobile,P06339,Airtel,Active,C0454
PH04910,+91-8671720340,Mobile,P06340,MetroWave Communications,Active,C0454
PH04911,+91-8888940725,Mobile,P06341,Vi,Active,C0454
PH04912,+91-7870634067,Mobile,P06342,BSNL,Active,C0454
PH04913,+91-9290426181,Mobile,P06343,BSNL,Inactive,C0454
PH04914,+91-7447484537,Mobile,P06343,Airtel,Active,C0454
PH04915,+91-7294310028,Mobile,P06344,Jio,Active,C0454
PH04916,+91-8886101738,Mobile,P06346,BSNL,Active,C0454
PH04917,+91-9867850032,Mobile,P06347,Airtel,Active,C0454
PH04918,+91-9678440893,Mobile,P06349,Vi,Inactive,C0454
PH04919,+91-8894464217,Mobile,P06351,BSNL,Active,C0454
PH04920,+91-7644512373,Mobile,P04609,Jio,Active,C0455
PH04921,+91-8810136799,Mobile,P06352,MetroWave Communications,Active,C0455
PH04922,+91-7138655313,Mobile,P06353,BSNL,Active,C0455
PH04923,+91-9611260657,Mobile,P06353,Jio,Active,C0455
PH04924,+91-9098056217,Landline,P06355,Airtel,Active,C0455
PH04925,+91-7405505352,Mobile,P06357,Airtel,Inactive,C0456
PH04926,+91-8319547302,Mobile,P06359,MetroWave Communications,Active,C0457
PH04927,+91-9171953637,Mobile,P06361,MetroWave Communications,Active,C0457
PH04928,+91-9677666815,Mobile,P06363,Airtel,Active,C0457
PH04929,+91-7018389387,Mobile,P06364,MetroWave Communications,Active,C0457
PH04930,+91-8073295043,Mobile,P06365,Airtel,Active,C0457
PH04931,+91-8752727308,Mobile,P06366,Jio,Active,C0457
PH04932,+91-9286101567,Mobile,P06368,BSNL,Active,C0457
PH04933,+91-8344929184,Landline,P06371,Jio,Active,C0458
PH04934,+91-8938409697,Mobile,P06372,BSNL,Active,C0458
PH04935,+91-9219705213,Mobile,P06373,Airtel,Active,C0459
PH04936,+91-9853020042,Mobile,P06374,BSNL,Active,C0459
PH04937,+91-7859946459,Mobile,P06375,Airtel,Active,C0459
PH04938,+91-9724161917,Mobile,P06377,Airtel,Active,C0459
PH04939,+91-7323736823,Mobile,P06378,Vi,Active,C0459
PH04940,+91-9323039146,Mobile,P06379,MetroWave Communications,Active,C0460
PH04941,+91-8725306848,Mobile,P06380,MetroWave Communications,Inactive,C0460
PH04942,+91-9333867589,Mobile,P06381,Jio,Active,C0460
PH04943,+91-8658787901,Mobile,P06382,MetroWave Communications,Active,C0460
PH04944,+91-8353938780,Mobile,P06383,BSNL,Active,C0460
PH04945,+91-8669497332,Mobile,P06383,Airtel,Active,C0460
PH04946,+91-9249394474,Mobile,P06385,Vi,Active,C0460
PH04947,+91-8226475730,Mobile,P06386,Jio,Active,C0460
PH04948,+91-7469336267,Mobile,P06387,Airtel,Active,C0460
PH04949,+91-8047654619,Mobile,P06387,BSNL,Active,C0460
PH04950,+91-8558791476,Mobile,P06388,BSNL,Active,C0460
PH04951,+91-7703195812,Mobile,P06389,MetroWave Communications,Active,C0460
PH04952,+91-8547627015,Mobile,P06390,MetroWave Communications,Active,C0460
PH04953,+91-8937954665,Mobile,P06391,Jio,Active,C0460
PH04954,+91-8005556332,Mobile,P06391,Airtel,Active,C0460
PH04955,+91-8117307451,Mobile,P06397,Vi,Active,C0461
PH04956,+91-8397247622,Mobile,P06398,Vi,Active,C0461
PH04957,+91-9945260968,Landline,P06399,MetroWave Communications,Inactive,C0461
PH04958,+91-7555491064,Mobile,P06401,MetroWave Communications,Active,C0461
PH04959,+91-8746698491,Mobile,P06404,BSNL,Active,C0462
PH04960,+91-8933377532,Mobile,P06405,BSNL,Active,C0462
PH04961,+91-9267110482,Mobile,P06406,Airtel,Active,C0462
PH04962,+91-9684300479,Landline,P06406,Airtel,Inactive,C0462
PH04963,+91-8440471254,Mobile,P06407,Vi,Active,C0462
PH04964,+91-9415872130,Mobile,P06409,Vi,Active,C0462
PH04965,+91-7211919163,Landline,P06411,Airtel,Active,C0463
PH04966,+91-9207823817,Mobile,P06411,BSNL,Active,C0463
PH04967,+91-9195471072,Mobile,P06412,Vi,Active,C0463
PH04968,+91-7358345118,Mobile,P06413,BSNL,Active,C0463
PH04969,+91-8195452556,Mobile,P06415,Vi,Active,C0463
PH04970,+91-9867631592,Mobile,P06417,Airtel,Inactive,C0463
PH04971,+91-9210478938,Mobile,P06418,BSNL,Inactive,C0464
PH04972,+91-9864797558,Mobile,P06419,MetroWave Communications,Active,C0464
PH04973,+91-9457644401,Mobile,P06420,Airtel,Active,C0464
PH04974,+91-7490187871,Mobile,P06422,MetroWave Communications,Active,C0464
PH04975,+91-7336993306,Mobile,P06422,Airtel,Active,C0464
PH04976,+91-8316934732,Mobile,P06426,BSNL,Active,C0464
PH04977,+91-7124619754,Mobile,P02087,MetroWave Communications,Active,C0465
PH04978,+91-8353411348,Mobile,P06428,Jio,Active,C0465
PH04979,+91-9862061406,Mobile,P06429,Airtel,Active,C0465
PH04980,+91-9777664542,Mobile,P06429,BSNL,Inactive,C0465
PH04981,+91-8705577356,Mobile,P06431,Vi,Active,C0465
PH04982,+91-7242664548,Mobile,P06432,Jio,Inactive,C0466
PH04983,+91-9340106202,Mobile,P06433,Airtel,Active,C0466
PH04984,+91-7877127637,Mobile,P06434,BSNL,Active,C0466
PH04985,+91-7529732172,Mobile,P06436,Vi,Active,C0467
PH04986,+91-9707680167,Mobile,P06437,Vi,Active,C0467
PH04987,+91-8468968974,Mobile,P06439,MetroWave Communications,Active,C0467
PH04988,+91-7431013752,Landline,P06440,BSNL,Active,C0467
PH04989,+91-9327143509,Mobile,P06442,Jio,Active,C0467
PH04990,+91-8284461539,Mobile,P06443,BSNL,Active,C0467
PH04991,+91-8340276012,Landline,P06443,Jio,Active,C0467
PH04992,+91-7361663677,Mobile,P06444,Airtel,Active,C0467
PH04993,+91-7200900985,Mobile,P06445,MetroWave Communications,Active,C0467
PH04994,+91-8429456422,Mobile,P06446,Vi,Active,C0467
PH04995,+91-8687241578,Landline,P06448,Vi,Active,C0467
PH04996,+91-7017988389,Mobile,P06448,Airtel,Active,C0467
PH04997,+91-9259698373,Mobile,P06449,Jio,Active,C0467
PH04998,+91-9598624091,Mobile,P06455,Vi,Active,C0468
PH04999,+91-9335153311,Mobile,P06456,Vi,Active,C0469
PH05000,+91-8808556572,Mobile,P06456,BSNL,Active,C0469
PH05001,+91-8976406811,Mobile,P06457,Airtel,Inactive,C0469
PH05002,+91-9808048567,Mobile,P06458,Airtel,Inactive,C0469
PH05003,+91-7568624501,Mobile,P06459,Jio,Active,C0469
PH05004,+91-7722660661,Mobile,P06460,MetroWave Communications,Inactive,C0469
PH05005,+91-9465783166,Mobile,P06461,BSNL,Active,C0469
PH05006,+91-7064333128,Mobile,P06462,MetroWave Communications,Active,C0469
PH05007,+91-7274160395,Mobile,P06463,Jio,Inactive,C0469
PH05008,+91-7669442053,Mobile,P06464,Airtel,Inactive,C0469
PH05009,+91-9968813776,Mobile,P06465,MetroWave Communications,Active,C0470
PH05010,+91-7998418340,Mobile,P06466,MetroWave Communications,Active,C0470
PH05011,+91-9905041100,Mobile,P03944,MetroWave Communications,Active,C0471
PH05012,+91-9044277020,Mobile,P06467,Vi,Active,C0471
PH05013,+91-8092776069,Mobile,P06469,Vi,Active,C0471
PH05014,+91-7256170117,Mobile,P06470,Airtel,Active,C0471
PH05015,+91-9965600417,Mobile,P06471,Jio,Active,C0471
PH05016,+91-8193360655,Mobile,P06472,Airtel,Active,C0471
PH05017,+91-9124137926,Mobile,P06476,Vi,Active,C0472
PH05018,+91-7486624429,Mobile,P06476,MetroWave Communications,Active,C0472
PH05019,+91-9833525996,Mobile,P06477,Vi,Active,C0472
PH05020,+91-7239556899,Mobile,P06479,Jio,Active,C0472
PH05021,+91-9847430701,Mobile,P06480,Airtel,Active,C0472
PH05022,+91-9957969520,Mobile,P06481,Vi,Active,C0472
PH05023,+91-9663315635,Mobile,P06484,MetroWave Communications,Active,C0472
PH05024,+91-7736926653,Mobile,P06484,BSNL,Active,C0472
PH05025,+91-9242256038,Mobile,P06485,Jio,Active,C0472
PH05026,+91-9049414298,Mobile,P06489,Vi,Active,C0472
PH05027,+91-7586190762,Mobile,P06490,Vi,Active,C0472
PH05028,+91-8387299128,Landline,P06491,Vi,Active,C0472
PH05029,+91-9762761876,Mobile,P06493,MetroWave Communications,Active,C0472
PH05030,+91-8191240892,Mobile,P06496,MetroWave Communications,Active,C0472
PH05031,+91-7687519435,Mobile,P06497,Vi,Active,C0472
PH05032,+91-7496888647,Mobile,P06498,MetroWave Communications,Active,C0472
PH05033,+91-9353155117,Mobile,P06500,Vi,Active,C0474
PH05034,+91-7757993143,Mobile,P06501,Jio,Active,C0474
PH05035,+91-7313867780,Mobile,P06506,MetroWave Communications,Active,C0474
PH05036,+91-7198703763,Landline,P06507,Vi,Active,C0474
PH05037,+91-7936908374,Mobile,P06509,Airtel,Active,C0474
PH05038,+91-7731385373,Mobile,P06509,Vi,Active,C0474
PH05039,+91-8625924064,Mobile,P06510,Airtel,Active,C0474
PH05040,+91-7192070298,Mobile,P06511,Airtel,Active,C0474
PH05041,+91-8769257686,Mobile,P06512,Vi,Active,C0474
PH05042,+91-7535312691,Mobile,P06514,Jio,Active,C0474
PH05043,+91-8382417986,Mobile,P06516,MetroWave Communications,Active,C0474
PH05044,+91-9120646022,Mobile,P06518,Jio,Inactive,C0474
PH05045,+91-7162612051,Mobile,P06519,MetroWave Communications,Active,C0474
PH05046,+91-8960854266,Mobile,P06522,Airtel,Active,C0474
PH05047,+91-7107832025,Mobile,P06523,MetroWave Communications,Active,C0474
PH05048,+91-8878836957,Mobile,P06524,Jio,Active,C0474
PH05049,+91-9295192193,Mobile,P06527,Jio,Active,C0475
PH05050,+91-9165801014,Mobile,P06528,MetroWave Communications,Active,C0475
PH05051,+91-9550514778,Mobile,P06529,Airtel,Inactive,C0475
PH05052,+91-8235778315,Mobile,P06530,Airtel,Active,C0475
PH05053,+91-8147737437,Mobile,P06532,Vi,Active,C0475
PH05054,+91-9128651964,Mobile,P06533,MetroWave Communications,Active,C0475
PH05055,+91-9189098094,Mobile,P06534,Airtel,Active,C0475
PH05056,+91-9928113920,Landline,P06535,Jio,Active,C0475
PH05057,+91-7112598564,Mobile,P06537,MetroWave Communications,Active,C0475
PH05058,+91-9485557244,Mobile,P06538,Jio,Active,C0475
PH05059,+91-8958722496,Mobile,P06538,MetroWave Communications,Active,C0475
PH05060,+91-7003984682,Mobile,P06539,MetroWave Communications,Active,C0475
PH05061,+91-7467700069,Mobile,P06540,BSNL,Active,C0475
PH05062,+91-7823025187,Mobile,P06541,Airtel,Active,C0475
PH05063,+91-9743124957,Landline,P06542,Jio,Active,C0475
PH05064,+91-7430742982,Mobile,P06543,Vi,Active,C0475
PH05065,+91-9350666238,Mobile,P06544,Jio,Active,C0475
PH05066,+91-9520277501,Mobile,P06257,Vi,Active,C0476
PH05067,+91-8411701861,Mobile,P06546,Airtel,Active,C0476
PH05068,+91-9695051451,Mobile,P06546,Airtel,Active,C0476
PH05069,+91-7146788255,Mobile,P06547,Vi,Active,C0476
PH05070,+91-8724621833,Mobile,P06549,Jio,Inactive,C0476
PH05071,+91-7381537665,Landline,P06550,Vi,Active,C0476
PH05072,+91-7171377351,Mobile,P06551,Jio,Active,C0476
PH05073,+91-8549610934,Mobile,P06552,Vi,Active,C0476
PH05074,+91-7781381502,Mobile,P06553,Jio,Inactive,C0476
PH05075,+91-9597507997,Mobile,P06554,BSNL,Inactive,C0476
PH05076,+91-9877694273,Mobile,P06555,Airtel,Active,C0476
PH05077,+91-8018805001,Mobile,P06555,BSNL,Active,C0476
PH05078,+91-9854062640,Mobile,P06556,Vi,Active,C0476
PH05079,+91-7058001347,Mobile,P06557,MetroWave Communications,Inactive,C0476
PH05080,+91-9306577567,Mobile,P06559,Vi,Active,C0476
PH05081,+91-8607045784,Mobile,P06560,Jio,Active,C0476
PH05082,+91-7553296926,Mobile,P06561,Vi,Active,C0476
PH05083,+91-7379625451,Mobile,P06562,Airtel,Inactive,C0476
PH05084,+91-9975910318,Mobile,P06563,BSNL,Active,C0476
PH05085,+91-9211574885,Mobile,P06565,Jio,Active,C0477
PH05086,+91-7622795919,Mobile,P06567,BSNL,Active,C0477
PH05087,+91-9249542709,Landline,P06568,BSNL,Active,C0477
PH05088,+91-9582453152,Mobile,P06568,MetroWave Communications,Active,C0477
PH05089,+91-7229985732,Landline,P06569,Jio,Active,C0477
PH05090,+91-7185758821,Landline,P06570,Airtel,Active,C0477
PH05091,+91-8736869669,Landline,P06572,BSNL,Active,C0478
PH05092,+91-9021511128,Mobile,P06573,Airtel,Active,C0478
PH05093,+91-7022083463,Mobile,P06574,Vi,Active,C0478
PH05094,+91-7300776883,Mobile,P06574,Jio,Active,C0478
PH05095,+91-7898917984,Mobile,P06577,BSNL,Active,C0478
PH05096,+91-7184403343,Mobile,P06580,Airtel,Active,C0478
PH05097,+91-8854391265,Mobile,P06582,Jio,Inactive,C0478
PH05098,+91-7823658189,Mobile,P06585,Airtel,Active,C0478
PH05099,+91-7462623670,Landline,P06586,BSNL,Active,C0479
PH05100,+91-8163124016,Mobile,P06587,Airtel,Inactive,C0479
PH05101,+91-9384194348,Mobile,P06588,Vi,Active,C0479
PH05102,+91-8493612310,Mobile,P06590,MetroWave Communications,Inactive,C0479
PH05103,+91-8753293554,Mobile,P06592,BSNL,Active,C0479
PH05104,+91-7123095499,Mobile,P06593,BSNL,Active,C0479
PH05105,+91-8625937272,Mobile,P06594,MetroWave Communications,Active,C0479
PH05106,+91-9585186690,Mobile,P06595,Jio,Inactive,C0479
PH05107,+91-9218961467,Mobile,P06596,MetroWave Communications,Active,C0479
PH05108,+91-9732833401,Mobile,P06596,Vi,Active,C0479
PH05109,+91-7968690689,Mobile,P06597,Airtel,Active,C0479
PH05110,+91-8124098809,Landline,P06597,MetroWave Communications,Inactive,C0479
PH05111,+91-7399929998,Mobile,P06600,Jio,Active,C0479
PH05112,+91-8811322807,Mobile,P06601,BSNL,Active,C0479
PH05113,+91-9978209646,Mobile,P06602,MetroWave Communications,Active,C0479
PH05114,+91-9816596084,Mobile,P06603,BSNL,Active,C0479
PH05115,+91-8384770166,Mobile,P01718,MetroWave Communications,Active,C0480
PH05116,+91-7531743180,Mobile,P06604,Jio,Inactive,C0480
PH05117,+91-7801882884,Mobile,P06604,MetroWave Communications,Active,C0480
PH05118,+91-7751656398,Mobile,P06605,Airtel,Active,C0480
PH05119,+91-9077378280,Mobile,P06609,Airtel,Active,C0480
PH05120,+91-7081188486,Mobile,P06610,Airtel,Active,C0480
PH05121,+91-7009457166,Mobile,P06610,BSNL,Active,C0480
PH05122,+91-9955682400,Mobile,P06611,Vi,Active,C0480
PH05123,+91-8594499458,Mobile,P06614,Jio,Inactive,C0480
PH05124,+91-9530620465,Landline,P06615,MetroWave Communications,Inactive,C0480
PH05125,+91-9799478352,Mobile,P06615,Vi,Inactive,C0480
PH05126,+91-8337048957,Mobile,P06616,Airtel,Inactive,C0480
PH05127,+91-9062609184,Mobile,P06617,Airtel,Active,C0480
PH05128,+91-7984272745,Mobile,P06617,BSNL,Active,C0480
PH05129,+91-9333951976,Mobile,P06618,Airtel,Active,C0480
PH05130,+91-9291630118,Mobile,P06619,Jio,Active,C0480
PH05131,+91-9035887312,Mobile,P06619,Airtel,Active,C0480
PH05132,+91-7631281199,Landline,P06620,Jio,Active,C0480
PH05133,+91-7488764312,Landline,P06622,Airtel,Active,C0480
PH05134,+91-8287555641,Landline,P06623,Jio,Active,C0480
PH05135,+91-7975434138,Mobile,P06624,Vi,Active,C0480
PH05136,+91-9704779626,Mobile,P06627,Vi,Active,C0481
PH05137,+91-7195056846,Mobile,P06628,Jio,Inactive,C0481
PH05138,+91-8308699270,Mobile,P06630,MetroWave Communications,Inactive,C0481
PH05139,+91-9374136483,Mobile,P04793,MetroWave Communications,Inactive,C0482
PH05140,+91-9165717390,Mobile,P06631,Airtel,Inactive,C0482
PH05141,+91-7243251760,Mobile,P06633,MetroWave Communications,Active,C0482
PH05142,+91-9861671210,Mobile,P06633,MetroWave Communications,Active,C0482
PH05143,+91-9870865209,Mobile,P06634,BSNL,Active,C0482
PH05144,+91-7641644974,Mobile,P06635,Jio,Active,C0482
PH05145,+91-7991393949,Mobile,P06636,BSNL,Active,C0482
PH05146,+91-9104644052,Mobile,P06636,Vi,Inactive,C0482
PH05147,+91-9801119167,Mobile,P06637,Vi,Active,C0482
PH05148,+91-7330831715,Landline,P06639,Jio,Active,C0482
PH05149,+91-7376965333,Mobile,P06640,Vi,Active,C0482
PH05150,+91-9301449977,Mobile,P06641,Jio,Active,C0482
PH05151,+91-7620551850,Mobile,P06642,Airtel,Active,C0482
PH05152,+91-7537030508,Mobile,P06643,Airtel,Active,C0482
PH05153,+91-8652616561,Mobile,P06644,Jio,Inactive,C0482
PH05154,+91-8952614244,Mobile,P06645,MetroWave Communications,Active,C0482
PH05155,+91-7241172032,Mobile,P06646,MetroWave Communications,Active,C0482
PH05156,+91-9147841698,Landline,P06646,BSNL,Active,C0482
PH05157,+91-9498672544,Mobile,P06647,MetroWave Communications,Active,C0482
PH05158,+91-7538992063,Mobile,P06647,Airtel,Active,C0482
PH05159,+91-9904363848,Mobile,P06649,MetroWave Communications,Inactive,C0482
PH05160,+91-7101692374,Landline,P06649,BSNL,Active,C0482
PH05161,+91-8475072232,Mobile,P06651,Airtel,Active,C0482
PH05162,+91-9905367311,Landline,P06652,MetroWave Communications,Active,C0482
PH05163,+91-7604453350,Mobile,P06653,Jio,Active,C0483
PH05164,+91-8514218688,Mobile,P06653,Vi,Active,C0483
PH05165,+91-8416611607,Landline,P06654,BSNL,Active,C0483
PH05166,+91-7223369563,Mobile,P06654,Vi,Active,C0483
PH05167,+91-9666832962,Mobile,P06656,MetroWave Communications,Active,C0483
PH05168,+91-9044371867,Mobile,P06658,Airtel,Active,C0483
PH05169,+91-9368535905,Mobile,P06659,Airtel,Active,C0484
PH05170,+91-8045580487,Mobile,P06662,Airtel,Active,C0484
PH05171,+91-9720177692,Mobile,P06664,MetroWave Communications,Inactive,C0484
PH05172,+91-7577579001,Mobile,P06665,Vi,Active,C0484
PH05173,+91-7061784142,Mobile,P06667,Airtel,Inactive,C0485
PH05174,+91-9605245707,Mobile,P06668,Jio,Active,C0485
PH05175,+91-9310163203,Mobile,P06672,Vi,Active,C0485
PH05176,+91-7894527567,Mobile,P06673,Airtel,Active,C0485
PH05177,+91-9451793581,Mobile,P04245,MetroWave Communications,Active,C0486
PH05178,+91-8122023693,Mobile,P06674,Vi,Inactive,C0486
PH05179,+91-7170839456,Mobile,P06674,MetroWave Communications,Active,C0486
PH05180,+91-8243718670,Mobile,P06675,Jio,Active,C0487
PH05181,+91-9146172841,Landline,P06677,BSNL,Active,C0487
PH05182,+91-7164022140,Mobile,P06678,MetroWave Communications,Active,C0487
PH05183,+91-8879294239,Mobile,P06679,BSNL,Active,C0487
PH05184,+91-9441897197,Mobile,P06681,Jio,Active,C0487
PH05185,+91-7440076161,Mobile,P06682,Jio,Active,C0487
PH05186,+91-8992876221,Mobile,P06683,MetroWave Communications,Active,C0488
PH05187,+91-9330628157,Mobile,P06684,Vi,Active,C0488
PH05188,+91-8858134441,Mobile,P06686,BSNL,Active,C0488
PH05189,+91-7926441008,Mobile,P06687,Vi,Active,C0488
PH05190,+91-7982338841,Mobile,P06691,Airtel,Active,C0488
PH05191,+91-9630850872,Mobile,P06692,MetroWave Communications,Active,C0488
PH05192,+91-9004075619,Mobile,P06693,MetroWave Communications,Inactive,C0488
PH05193,+91-9820964147,Mobile,P06694,Vi,Active,C0488
PH05194,+91-9069796989,Mobile,P06694,Airtel,Active,C0488
PH05195,+91-7381165588,Mobile,P06695,MetroWave Communications,Active,C0488
PH05196,+91-8746524310,Mobile,P06696,MetroWave Communications,Active,C0488
PH05197,+91-7362819089,Mobile,P06698,Vi,Inactive,C0488
PH05198,+91-9130965167,Mobile,P06699,Airtel,Active,C0488
PH05199,+91-8819530619,Mobile,P06700,Vi,Active,C0488
PH05200,+91-7401356565,Mobile,P06700,BSNL,Active,C0488
PH05201,+91-9253432406,Mobile,P06701,BSNL,Inactive,C0488
PH05202,+91-8025681288,Mobile,P06703,Airtel,Active,C0488
PH05203,+91-9265501738,Landline,P06704,Jio,Active,C0488
PH05204,+91-8108623820,Mobile,P06706,Jio,Active,C0488
PH05205,+91-9988571047,Mobile,P06707,Vi,Active,C0488
PH05206,+91-8602346041,Mobile,P06709,Jio,Active,C0488
PH05207,+91-8220992620,Mobile,P06710,MetroWave Communications,Inactive,C0489
PH05208,+91-7768882555,Mobile,P06713,Jio,Active,C0489
PH05209,+91-9175770437,Mobile,P06714,MetroWave Communications,Active,C0489
PH05210,+91-9238836365,Mobile,P06715,Jio,Active,C0489
PH05211,+91-9655939584,Mobile,P06716,Airtel,Active,C0489
PH05212,+91-8483996870,Mobile,P06717,Airtel,Active,C0489
PH05213,+91-9455473141,Mobile,P06718,BSNL,Active,C0489
PH05214,+91-9795676375,Mobile,P06719,MetroWave Communications,Active,C0489
PH05215,+91-8100081309,Mobile,P06720,Airtel,Active,C0490
PH05216,+91-8102448681,Mobile,P06721,Airtel,Active,C0490
PH05217,+91-9924294440,Mobile,P06724,Jio,Inactive,C0490
PH05218,+91-9431284007,Mobile,P06725,Vi,Active,C0490
PH05219,+91-9167911660,Mobile,P06727,MetroWave Communications,Active,C0490
PH05220,+91-9730435768,Mobile,P06728,BSNL,Active,C0490
PH05221,+91-8668396616,Mobile,P06729,MetroWave Communications,Inactive,C0490
PH05222,+91-9650914964,Mobile,P06732,Vi,Active,C0490
PH05223,+91-9434480578,Mobile,P06733,Vi,Inactive,C0491
PH05224,+91-7644094140,Mobile,P06734,BSNL,Active,C0491
PH05225,+91-9300324553,Mobile,P06736,BSNL,Active,C0491
PH05226,+91-8008906279,Mobile,P06737,Airtel,Active,C0492
PH05227,+91-9625551318,Mobile,P06738,BSNL,Active,C0492
PH05228,+91-8596953647,Mobile,P06739,BSNL,Active,C0492
PH05229,+91-9230485445,Mobile,P06740,Vi,Inactive,C0492
