evidence_id,evidence_type,title,source,collection_date,file_reference,hash,status,case_id
E07879,Event Record,Evidence for Delivery involving Tara Saxena,Field Collection,2025-07-14,CASEFILE-E07879,SHA256_000FB0D626954001,Verified,C0234
E07880,Financial,Transaction Record TX004473,Field Collection,2025-04-15,CASEFILE-E07880,SHA256_2A0166BD11AB5837,Verified,C0235
E07881,Event Record,Evidence for Cyber Activity involving Kavya Khan,Financial Records,2025-05-07,CASEFILE-E07881,SHA256_6D9E01EE94FD49CB,Verified,C0235
E07882,CDR,CDR Log CDR005696,Telecom Records,2025-07-20,CASEFILE-E07882,SHA256_001D500804AEA453,Verified,C0237
E07883,CDR,CDR Log CDR005698,Case Records,2025-07-24,CASEFILE-E07883,SHA256_9620386C201F842D,Review,C0237
E07884,CDR,CDR Log CDR005701,Case Records,2025-08-07,CASEFILE-E07884,SHA256_D520A6678E29E455,Verified,C0237
E07885,CDR,CDR Log CDR005711,Financial Records,2025-08-05,CASEFILE-E07885,SHA256_86F6F7FA53F7D90E,Verified,C0237
E07886,CDR,CDR Log CDR005718,Case Records,2025-08-11,CASEFILE-E07886,SHA256_7160AF62DEF84F86,Verified,C0237
E07887,CDR,CDR Log CDR005720,Financial Records,2025-07-26,CASEFILE-E07887,SHA256_049E24677E385D21,Verified,C0237
E07888,CDR,CDR Log CDR005738,Financial Records,2025-08-08,CASEFILE-E07888,SHA256_5AF8944B60692B48,Verified,C0237
E07889,Financial,Transaction Record TX004487,Field Collection,2025-08-07,CASEFILE-E07889,SHA256_B61EC508326A53AD,Verified,C0237
E07890,Financial,Transaction Record TX004490,Case Records,2025-08-11,CASEFILE-E07890,SHA256_D9F1BA4C4BBA57D8,Verified,C0237
E07891,Financial,Transaction Record TX004498,Financial Records,2025-07-31,CASEFILE-E07891,SHA256_53E29ACC44D31BA0,Review,C0237
E07892,Financial,Transaction Record TX004504,Financial Records,2025-08-05,CASEFILE-E07892,SHA256_D67CC8FA3FCB9602,Review,C0237
E07893,Financial,Transaction Record TX004506,Financial Records,2025-07-31,CASEFILE-E07893,SHA256_353EED555C32EF2F,Verified,C0237
E07894,Financial,Transaction Record TX004515,Telecom Records,2025-07-26,CASEFILE-E07894,SHA256_F9107FE3C868AE23,Verified,C0237
E07895,Financial,Transaction Record TX004518,Financial Records,2025-08-28,CASEFILE-E07895,SHA256_30ACB833F2ED0155,Verified,C0237
E07896,Financial,Transaction Record TX004522,Field Collection,2025-07-22,CASEFILE-E07896,SHA256_3474D05E6C435F35,Verified,C0237
E07897,Financial,Transaction Record TX004524,Telecom Records,2025-08-22,CASEFILE-E07897,SHA256_681AA48D107987BD,Verified,C0237
E07898,Financial,Transaction Record TX004528,Telecom Records,2025-08-25,CASEFILE-E07898,SHA256_F23F45F49475160E,Review,C0237
E07899,Event Record,Evidence for Financial Activity involving Trisha Singh,Case Records,2025-07-20,CASEFILE-E07899,SHA256_DD99F3C6AD95D65A,Verified,C0237
E07900,Event Record,Evidence for Evidence Collection involving Anushka Desai,Financial Records,2025-07-02,CASEFILE-E07900,SHA256_AA360E3F54594063,Review,C0237
E07901,Event Record,Evidence for Surveillance involving Kabir Menon,Case Records,2025-08-14,CASEFILE-E07901,SHA256_543FA729B570933D,Verified,C0237
E07902,CDR,CDR Log CDR005762,Telecom Records,2025-03-09,CASEFILE-E07902,SHA256_42B3F5719BD8D476,Verified,C0238
E07903,CDR,CDR Log CDR005763,Financial Records,2025-05-02,CASEFILE-E07903,SHA256_5C546BBE7126C09E,Verified,C0238
E07904,CDR,CDR Log CDR005766,Case Records,2025-11-29,CASEFILE-E07904,SHA256_7C7A0F90987E0E04,Verified,C0238
E07905,CDR,CDR Log CDR005770,Financial Records,2025-04-21,CASEFILE-E07905,SHA256_BCDCA41C2FD873C1,Verified,C0238
E07906,CDR,CDR Log CDR005779,Field Collection,2025-02-03,CASEFILE-E07906,SHA256_4C6F20B5ABD43B82,Verified,C0238
E07907,CDR,CDR Log CDR005788,Financial Records,2025-03-22,CASEFILE-E07907,SHA256_0E172CEF51F90365,Verified,C0238
E07908,Financial,Transaction Record TX004535,Field Collection,2025-02-23,CASEFILE-E07908,SHA256_53A4A80BB52AD650,Verified,C0238
E07909,Financial,Transaction Record TX004541,Financial Records,2025-03-10,CASEFILE-E07909,SHA256_8BCDEF03AF1331CA,Review,C0238
E07910,Financial,Transaction Record TX004546,Financial Records,2025-04-04,CASEFILE-E07910,SHA256_6F6620ED25CFB656,Review,C0238
E07911,Financial,Transaction Record TX004549,Telecom Records,2025-08-05,CASEFILE-E07911,SHA256_BF658CA2CE8E6D59,Verified,C0238
E07912,Financial,Transaction Record TX004556,Telecom Records,2025-05-20,CASEFILE-E07912,SHA256_4E5A603B2A9D829A,Verified,C0238
E07913,Financial,Transaction Record TX004557,Telecom Records,2025-03-27,CASEFILE-E07913,SHA256_13B276AF0B6F2657,Verified,C0238
E07914,Financial,Transaction Record TX004558,Financial Records,2025-12-14,CASEFILE-E07914,SHA256_784D9AE5C3EBEC3B,Verified,C0238
E07915,Event Record,Evidence for Vehicle Movement involving Meera Das,Field Collection,2025-12-01,CASEFILE-E07915,SHA256_C26DA6DA5D97101F,Verified,C0238
E07916,Event Record,Evidence for Observation involving Kunal Naik,Financial Records,2025-01-18,CASEFILE-E07916,SHA256_18E028B6F348E7E7,Verified,C0238
E07917,Event Record,Evidence for Vehicle Movement involving Aarav Mehta,Telecom Records,2025-05-14,CASEFILE-E07917,SHA256_B0EAF1ED6E9683ED,Verified,C0238
E07918,Event Record,Evidence for Call involving Siddharth Ghosh,Field Collection,2025-07-01,CASEFILE-E07918,SHA256_0511363D92B42A9A,Review,C0238
E07919,CDR,CDR Log CDR005803,Financial Records,2025-08-28,CASEFILE-E07919,SHA256_EC2059F5C2E05E41,Verified,C0239
E07920,CDR,CDR Log CDR005821,Telecom Records,2025-09-03,CASEFILE-E07920,SHA256_CC9154B495E909EF,Verified,C0239
E07921,CDR,CDR Log CDR005828,Financial Records,2025-05-01,CASEFILE-E07921,SHA256_2F94EA8595B3832F,Verified,C0239
E07922,CDR,CDR Log CDR005839,Financial Records,2025-04-10,CASEFILE-E07922,SHA256_E65242A829B30ABA,Verified,C0239
E07923,CDR,CDR Log CDR005850,Telecom Records,2025-05-13,CASEFILE-E07923,SHA256_9D1CE1C227AA01F3,Review,C0239
E07924,Financial,Transaction Record TX004559,Case Records,2025-03-07,CASEFILE-E07924,SHA256_A124009A4C0668E0,Verified,C0239
E07925,Financial,Transaction Record TX004567,Case Records,2025-05-04,CASEFILE-E07925,SHA256_2E25E353F07096A2,Verified,C0239
E07926,Financial,Transaction Record TX004574,Field Collection,2025-06-10,CASEFILE-E07926,SHA256_4390A676A87C9752,Review,C0239
E07927,Financial,Transaction Record TX004576,Field Collection,2025-09-13,CASEFILE-E07927,SHA256_FC8B086DBA58DB03,Verified,C0239
E07928,Financial,Transaction Record TX004584,Financial Records,2025-09-05,CASEFILE-E07928,SHA256_995087E77B41109D,Verified,C0239
E07929,Financial,Transaction Record TX004585,Telecom Records,2025-09-06,CASEFILE-E07929,SHA256_3CF95012704C7CCB,Verified,C0239
E07930,Financial,Transaction Record TX004592,Case Records,2025-01-14,CASEFILE-E07930,SHA256_E0A9423714939D3D,Verified,C0239
E07931,Financial,Transaction Record TX004606,Field Collection,2025-10-18,CASEFILE-E07931,SHA256_2784FB9750658EC0,Verified,C0239
E07932,Financial,Transaction Record TX004608,Field Collection,2025-10-03,CASEFILE-E07932,SHA256_B5133F42F049BC87,Review,C0239
E07933,Event Record,Evidence for Call involving Kunal Iyer,Telecom Records,2025-02-14,CASEFILE-E07933,SHA256_CC45E5B536A28DCE,Verified,C0239
E07934,Event Record,Evidence for Observation involving Pooja Menon,Case Records,2025-05-21,CASEFILE-E07934,SHA256_AB2D1A0EA51288A4,Review,C0239
E07935,Event Record,Evidence for Vehicle Movement involving Rohan Bhat,Field Collection,2025-06-05,CASEFILE-E07935,SHA256_FFF6D16B2BA88125,Review,C0239
E07936,Event Record,Evidence for Interview involving Dhruv Menon,Telecom Records,2025-05-28,CASEFILE-E07936,SHA256_370EFEEC96635D83,Verified,C0239
E07937,Event Record,Evidence for Meeting involving Saurabh Patil,Financial Records,2025-01-04,CASEFILE-E07937,SHA256_86C342ADED4B94CB,Verified,C0239
E07938,Event Record,Evidence for Delivery involving Pooja Menon,Telecom Records,2025-08-29,CASEFILE-E07938,SHA256_12B901BD32666B9A,Review,C0239
E07939,Event Record,Evidence for Cyber Activity involving Dhruv Menon,Financial Records,2025-07-10,CASEFILE-E07939,SHA256_C9F734E1068F01A4,Verified,C0239
E07940,CDR,CDR Log CDR005852,Telecom Records,2025-08-22,CASEFILE-E07940,SHA256_3201F87323E32947,Review,C0240
E07941,Event Record,Evidence for Evidence Collection involving Rhea Pillai,Case Records,2025-04-17,CASEFILE-E07941,SHA256_0C0BE521C86A6BE9,Verified,C0240
E07942,CDR,CDR Log CDR005857,Case Records,2025-08-22,CASEFILE-E07942,SHA256_DB1BF2F200250635,Verified,C0241
E07943,CDR,CDR Log CDR005859,Financial Records,2025-07-31,CASEFILE-E07943,SHA256_1A42A2D9DCD23781,Verified,C0241
E07944,CDR,CDR Log CDR005893,Telecom Records,2025-08-16,CASEFILE-E07944,SHA256_235F488E3B26F2EA,Verified,C0242
E07945,CDR,CDR Log CDR005895,Financial Records,2025-12-11,CASEFILE-E07945,SHA256_B3BA684C718FBC15,Verified,C0242
E07946,CDR,CDR Log CDR005899,Telecom Records,2025-03-17,CASEFILE-E07946,SHA256_54D41C86B25EA24C,Verified,C0242
E07947,CDR,CDR Log CDR005901,Telecom Records,2025-05-16,CASEFILE-E07947,SHA256_6F9A52E3431754F4,Verified,C0242
E07948,CDR,CDR Log CDR005902,Field Collection,2025-01-20,CASEFILE-E07948,SHA256_1353ACA7FB777457,Review,C0242
E07949,CDR,CDR Log CDR005903,Financial Records,2025-06-09,CASEFILE-E07949,SHA256_68845605E9AFB6C8,Review,C0242
E07950,CDR,CDR Log CDR005912,Telecom Records,2025-07-05,CASEFILE-E07950,SHA256_CBAE54714DFB907B,Verified,C0242
E07951,CDR,CDR Log CDR005920,Telecom Records,2025-12-10,CASEFILE-E07951,SHA256_4E4BF40D3C12E2A2,Verified,C0242
E07952,Financial,Transaction Record TX004630,Telecom Records,2025-03-24,CASEFILE-E07952,SHA256_A712BF3473923D88,Review,C0242
E07953,Financial,Transaction Record TX004643,Financial Records,2025-01-24,CASEFILE-E07953,SHA256_8A45B80895E7A054,Verified,C0242
E07954,Financial,Transaction Record TX004648,Case Records,2025-01-04,CASEFILE-E07954,SHA256_A552A0D5657E0D79,Verified,C0242
E07955,Financial,Transaction Record TX004649,Financial Records,2025-12-15,CASEFILE-E07955,SHA256_BAC95DBA6071EF60,Verified,C0242
E07956,Financial,Transaction Record TX004652,Financial Records,2025-06-03,CASEFILE-E07956,SHA256_87FAA49B7078FF00,Verified,C0242
E07957,Financial,Transaction Record TX004654,Telecom Records,2025-04-21,CASEFILE-E07957,SHA256_86B4750B5D10D59C,Review,C0242
E07958,Event Record,Evidence for Arrest involving Ritesh Nair,Financial Records,2025-01-26,CASEFILE-E07958,SHA256_623A1F493CDA2B77,Review,C0242
E07959,Event Record,Evidence for Interview involving Aditi Joshi,Financial Records,2025-05-15,CASEFILE-E07959,SHA256_AE166E3B88331983,Verified,C0242
E07960,Event Record,Evidence for Surveillance involving Raj Pillai,Telecom Records,2025-12-25,CASEFILE-E07960,SHA256_182729E67FF454F9,Verified,C0242
E07961,Event Record,Evidence for Observation involving Raj Pillai,Field Collection,2025-08-23,CASEFILE-E07961,SHA256_3588A09B3F297A30,Verified,C0242
E07962,Event Record,Evidence for Surveillance involving Yamini Jadhav,Field Collection,2025-01-10,CASEFILE-E07962,SHA256_35A3D5F75B58FD6A,Verified,C0242
E07963,Event Record,Evidence for Financial Activity involving Rhea Kulkarni,Financial Records,2025-06-01,CASEFILE-E07963,SHA256_92A34D10BBB79793,Review,C0242
E07964,Event Record,Evidence for Call involving Karan Jadhav,Field Collection,2025-12-09,CASEFILE-E07964,SHA256_BE529A5F100237E5,Verified,C0242
E07965,Event Record,Evidence for Financial Activity involving Shreya Singh,Case Records,2025-06-11,CASEFILE-E07965,SHA256_8B0421814BC6FAB4,Verified,C0242
E07966,Event Record,Evidence for Arrest involving Ritesh Pillai,Financial Records,2025-08-19,CASEFILE-E07966,SHA256_354DC7BF49649C09,Verified,C0242
E07967,Event Record,Evidence for Cyber Activity involving Karan Thakur,Field Collection,2025-05-07,CASEFILE-E07967,SHA256_EB1B9297A7336D10,Review,C0242
E07968,CDR,CDR Log CDR005933,Telecom Records,2025-05-23,CASEFILE-E07968,SHA256_78BE7C5C5F00E655,Verified,C0243
E07969,CDR,CDR Log CDR005938,Field Collection,2025-08-02,CASEFILE-E07969,SHA256_1373AA74390CAC6A,Review,C0243
E07970,Financial,Transaction Record TX004662,Field Collection,2025-06-05,CASEFILE-E07970,SHA256_FBB9B9CCD5598E45,Verified,C0243
E07971,Event Record,Evidence for Interview involving Rohan Rao,Field Collection,2025-04-02,CASEFILE-E07971,SHA256_1AFF8677499E442D,Verified,C0243
E07972,Event Record,Evidence for Cyber Activity involving Ritesh Bansal,Case Records,2025-05-06,CASEFILE-E07972,SHA256_0BD78E47695447A1,Verified,C0243
E07973,Event Record,Evidence for Transaction involving Diya Bansal,Case Records,2025-07-05,CASEFILE-E07973,SHA256_027FCBF7B7AD8F63,Verified,C0243
E07974,CDR,CDR Log CDR005972,Telecom Records,2025-08-16,CASEFILE-E07974,SHA256_5AEDB00C774F0690,Verified,C0244
E07975,CDR,CDR Log CDR005980,Telecom Records,2025-08-27,CASEFILE-E07975,SHA256_749ADCFEE4F41809,Review,C0244
E07976,CDR,CDR Log CDR005990,Financial Records,2025-04-18,CASEFILE-E07976,SHA256_891259D7F97F9BB3,Verified,C0244
E07977,CDR,CDR Log CDR005995,Case Records,2025-07-26,CASEFILE-E07977,SHA256_AA75E193D43AF76A,Verified,C0244
E07978,CDR,CDR Log CDR005996,Case Records,2025-08-04,CASEFILE-E07978,SHA256_026A168C967DDE5C,Verified,C0244
E07979,CDR,CDR Log CDR006000,Telecom Records,2025-05-02,CASEFILE-E07979,SHA256_6027ADEDF30CAD3D,Verified,C0244
E07980,CDR,CDR Log CDR006002,Financial Records,2025-07-26,CASEFILE-E07980,SHA256_A552E58DC40D5D33,Verified,C0244
E07981,CDR,CDR Log CDR006007,Field Collection,2025-06-08,CASEFILE-E07981,SHA256_EB871FE37E99D046,Review,C0244
E07982,CDR,CDR Log CDR006011,Case Records,2025-07-21,CASEFILE-E07982,SHA256_0F3000485DB436E7,Verified,C0244
E07983,CDR,CDR Log CDR006014,Field Collection,2025-06-04,CASEFILE-E07983,SHA256_E9B3EFACDD57C5F2,Verified,C0244
E07984,CDR,CDR Log CDR006015,Case Records,2025-05-24,CASEFILE-E07984,SHA256_92995DFD368A796E,Verified,C0244
E07985,CDR,CDR Log CDR006021,Telecom Records,2025-06-08,CASEFILE-E07985,SHA256_0C8B3C3D6FCF09B1,Verified,C0244
E07986,CDR,CDR Log CDR006025,Telecom Records,2025-06-14,CASEFILE-E07986,SHA256_1AC45C7AD8A29E50,Verified,C0244
E07987,CDR,CDR Log CDR006033,Field Collection,2025-06-04,CASEFILE-E07987,SHA256_D492D01C9C0523E4,Verified,C0244
E07988,CDR,CDR Log CDR006036,Financial Records,2025-05-29,CASEFILE-E07988,SHA256_164755980F368453,Review,C0244
E07989,CDR,CDR Log CDR006038,Financial Records,2025-08-02,CASEFILE-E07989,SHA256_8A97005E10BE01A0,Review,C0244
E07990,Financial,Transaction Record TX004683,Field Collection,2025-07-23,CASEFILE-E07990,SHA256_7CE6951BAABB6FC0,Verified,C0244
E07991,Financial,Transaction Record TX004684,Telecom Records,2025-05-30,CASEFILE-E07991,SHA256_AF8EA797A2B3CA62,Verified,C0244
E07992,Financial,Transaction Record TX004688,Telecom Records,2025-07-17,CASEFILE-E07992,SHA256_293682D23DAD28AA,Verified,C0244
E07993,Financial,Transaction Record TX004690,Field Collection,2025-07-15,CASEFILE-E07993,SHA256_3CFCBDCE248F524E,Review,C0244
E07994,Financial,Transaction Record TX004691,Field Collection,2025-07-11,CASEFILE-E07994,SHA256_6634766C3556002C,Verified,C0244
E07995,Financial,Transaction Record TX004701,Case Records,2025-06-23,CASEFILE-E07995,SHA256_A1059F9BFA812095,Review,C0244
E07996,Financial,Transaction Record TX004707,Case Records,2025-06-03,CASEFILE-E07996,SHA256_342E95F04D797E0A,Verified,C0244
E07997,Financial,Transaction Record TX004709,Field Collection,2025-04-20,CASEFILE-E07997,SHA256_C3A2EBAEE20703EF,Verified,C0244
E07998,Financial,Transaction Record TX004724,Case Records,2025-05-08,CASEFILE-E07998,SHA256_93F4B7FFED4832C9,Verified,C0244
E07999,Financial,Transaction Record TX004727,Field Collection,2025-08-31,CASEFILE-E07999,SHA256_B35E01230BB1FB66,Review,C0244
E08000,Financial,Transaction Record TX004732,Telecom Records,2025-05-31,CASEFILE-E08000,SHA256_11549A8E48DABDCD,Verified,C0244
E08001,Event Record,Evidence for Transaction involving Aniket Khan,Field Collection,2025-04-15,CASEFILE-E08001,SHA256_78DD6060A1958D59,Verified,C0244
E08002,Event Record,Evidence for Call involving Simran Shetty,Case Records,2025-07-20,CASEFILE-E08002,SHA256_045C7AF6E2BAEAD8,Verified,C0244
E08003,Event Record,Evidence for Transaction involving Aditi Sethi,Telecom Records,2025-06-30,CASEFILE-E08003,SHA256_63FBE26A4D2244C9,Verified,C0244
E08004,Event Record,Evidence for Crime involving Aditya Verma,Field Collection,2025-08-11,CASEFILE-E08004,SHA256_D8F651218CDC344E,Verified,C0244
E08005,Event Record,Evidence for Arrest involving Neha Sethi,Field Collection,2025-08-23,CASEFILE-E08005,SHA256_56D0812676C5472F,Review,C0244
E08006,Event Record,Evidence for Surveillance involving Diya Patil,Field Collection,2025-07-07,CASEFILE-E08006,SHA256_E9F697850AFB53DB,Verified,C0244
E08007,Event Record,Evidence for Interview involving Ishaan Mishra,Financial Records,2025-08-24,CASEFILE-E08007,SHA256_60524AAFBF904F91,Review,C0244
E08008,Event Record,Evidence for Meeting involving Raj Ghosh,Financial Records,2025-08-10,CASEFILE-E08008,SHA256_5E77E5ACF3D8C6E2,Verified,C0244
E08009,CDR,CDR Log CDR006054,Financial Records,2025-10-20,CASEFILE-E08009,SHA256_7F705972568A6963,Verified,C0245
E08010,CDR,CDR Log CDR006060,Telecom Records,2025-07-12,CASEFILE-E08010,SHA256_3B65F3F0F93C1782,Verified,C0245
E08011,CDR,CDR Log CDR006065,Financial Records,2025-12-19,CASEFILE-E08011,SHA256_2A14D0E5CA4B44F0,Verified,C0245
E08012,CDR,CDR Log CDR006069,Field Collection,2025-07-12,CASEFILE-E08012,SHA256_A3D0BFFE91D6F384,Verified,C0245
E08013,CDR,CDR Log CDR006070,Case Records,2025-05-27,CASEFILE-E08013,SHA256_222D0764DD54FC26,Review,C0245
E08014,CDR,CDR Log CDR006079,Case Records,2025-05-19,CASEFILE-E08014,SHA256_8A3A3A45B0F9102F,Verified,C0245
E08015,Financial,Transaction Record TX004746,Case Records,2025-03-15,CASEFILE-E08015,SHA256_8F1F88971F020EEF,Verified,C0245
E08016,Financial,Transaction Record TX004748,Financial Records,2025-04-19,CASEFILE-E08016,SHA256_CBA77E30AC99D564,Verified,C0245
E08017,Financial,Transaction Record TX004762,Field Collection,2025-06-19,CASEFILE-E08017,SHA256_6CE88E6EF1405F4C,Verified,C0245
E08018,Financial,Transaction Record TX004763,Field Collection,2025-02-02,CASEFILE-E08018,SHA256_25F43F0D8968DB51,Review,C0245
E08019,Financial,Transaction Record TX004764,Financial Records,2025-11-22,CASEFILE-E08019,SHA256_EEBD7BEFB4F26997,Verified,C0245
E08020,Financial,Transaction Record TX004775,Field Collection,2025-07-30,CASEFILE-E08020,SHA256_558081E79E8ED656,Verified,C0245
E08021,Event Record,Evidence for Surveillance involving Avni Saxena,Telecom Records,2025-10-24,CASEFILE-E08021,SHA256_4F626459264F4060,Verified,C0245
E08022,Event Record,Evidence for Observation involving Ananya Nair,Financial Records,2025-08-15,CASEFILE-E08022,SHA256_37C2D53C62E550C2,Verified,C0245
E08023,Event Record,Evidence for Crime involving Karan Gupta,Financial Records,2025-10-25,CASEFILE-E08023,SHA256_28DD6E5E52D1C51B,Review,C0245
E08024,Event Record,Evidence for Vehicle Movement involving Sameer Das,Field Collection,2025-09-07,CASEFILE-E08024,SHA256_C5F3216DE719270C,Verified,C0245
E08025,Event Record,Evidence for Evidence Collection involving Avni Thakur,Telecom Records,2025-12-21,CASEFILE-E08025,SHA256_DA184B72126C6573,Review,C0245
E08026,CDR,CDR Log CDR006091,Case Records,2025-07-08,CASEFILE-E08026,SHA256_FDE5BA9A750CDCB3,Verified,C0246
E08027,CDR,CDR Log CDR006092,Telecom Records,2025-07-30,CASEFILE-E08027,SHA256_6916B00E11A3D587,Verified,C0246
E08028,CDR,CDR Log CDR006094,Field Collection,2025-08-02,CASEFILE-E08028,SHA256_399B0B6BD383ECF0,Verified,C0246
E08029,Financial,Transaction Record TX004780,Field Collection,2025-06-10,CASEFILE-E08029,SHA256_9C997A24E73F88BE,Verified,C0246
E08030,Financial,Transaction Record TX004782,Telecom Records,2025-07-14,CASEFILE-E08030,SHA256_8456C1D28AC16209,Verified,C0246
E08031,Event Record,Evidence for Arrest involving Kunal Das,Field Collection,2025-06-24,CASEFILE-E08031,SHA256_643AF78DEB762943,Verified,C0246
E08032,Financial,Transaction Record TX004789,Telecom Records,2025-06-03,CASEFILE-E08032,SHA256_1A97317B7FD375E8,Verified,C0247
E08033,Financial,Transaction Record TX004795,Case Records,2025-08-23,CASEFILE-E08033,SHA256_C6705854E3F998F2,Verified,C0247
E08034,Event Record,Evidence for Interview involving Manav Shah,Financial Records,2025-06-03,CASEFILE-E08034,SHA256_3D7420F9B69CEF0A,Verified,C0247
E08035,Event Record,Evidence for Delivery involving Neha Bansal,Field Collection,2025-10-15,CASEFILE-E08035,SHA256_60C3D4A9995038A1,Verified,C0247
E08036,Event Record,Evidence for Arrest involving Zoya Verma,Telecom Records,2025-06-08,CASEFILE-E08036,SHA256_4746A52956934BED,Review,C0247
E08037,CDR,CDR Log CDR006109,Case Records,2025-08-02,CASEFILE-E08037,SHA256_FB43EAEDB28067FC,Verified,C0248
E08038,CDR,CDR Log CDR006119,Financial Records,2025-08-30,CASEFILE-E08038,SHA256_81F66871644E8F1F,Verified,C0249
E08039,CDR,CDR Log CDR006123,Case Records,2025-08-24,CASEFILE-E08039,SHA256_5E184B5500C8032B,Verified,C0249
E08040,CDR,CDR Log CDR006128,Telecom Records,2025-08-29,CASEFILE-E08040,SHA256_D5DAE98E5231ECDC,Review,C0249
E08041,CDR,CDR Log CDR006131,Case Records,2025-08-28,CASEFILE-E08041,SHA256_CF37BFC734319A31,Verified,C0249
E08042,CDR,CDR Log CDR006134,Case Records,2025-08-21,CASEFILE-E08042,SHA256_E88FE9C95F056692,Review,C0249
E08043,Financial,Transaction Record TX004812,Financial Records,2025-08-23,CASEFILE-E08043,SHA256_981C19AE0404FDFA,Verified,C0249
E08044,Financial,Transaction Record TX004814,Financial Records,2025-08-28,CASEFILE-E08044,SHA256_F512CFCA3E668B00,Verified,C0249
E08045,Financial,Transaction Record TX004820,Telecom Records,2025-08-29,CASEFILE-E08045,SHA256_B748A5312D045F8D,Verified,C0249
E08046,Event Record,Evidence for Vehicle Movement involving Isha Patil,Field Collection,2025-08-23,CASEFILE-E08046,SHA256_2A57FA6C53CB3F05,Verified,C0249
E08047,Event Record,Evidence for Arrest involving Naina Jadhav,Case Records,2025-08-17,CASEFILE-E08047,SHA256_7DDE7A825DB2EA0D,Verified,C0249
E08048,Event Record,Evidence for Surveillance involving Rahul Nair,Field Collection,2025-08-21,CASEFILE-E08048,SHA256_4C0F9AF887BA311D,Verified,C0249
E08049,Event Record,Evidence for Evidence Collection involving Dhruv Bhat,Case Records,2025-08-31,CASEFILE-E08049,SHA256_2665F927BCDF1CE9,Review,C0249
E08050,Event Record,Evidence for Vehicle Movement involving Rahul Nair,Financial Records,2025-08-21,CASEFILE-E08050,SHA256_0B9CBEFD4F6AEBB0,Verified,C0249
E08051,Event Record,Evidence for Surveillance involving Nisha Shah,Field Collection,2025-08-25,CASEFILE-E08051,SHA256_92E086547AF31590,Review,C0249
E08052,Event Record,Evidence for Transaction involving Varun Menon,Field Collection,2025-08-22,CASEFILE-E08052,SHA256_3205D43308B98A75,Verified,C0249
E08053,CDR,CDR Log CDR006152,Telecom Records,2025-06-08,CASEFILE-E08053,SHA256_BFEAA274E871FF71,Verified,C0250
E08054,CDR,CDR Log CDR006155,Field Collection,2025-08-17,CASEFILE-E08054,SHA256_37AF94190A360D5E,Review,C0250
E08055,CDR,CDR Log CDR006156,Field Collection,2025-07-07,CASEFILE-E08055,SHA256_2A70CAF30E27F2A2,Verified,C0250
E08056,CDR,CDR Log CDR006158,Field Collection,2025-06-10,CASEFILE-E08056,SHA256_348B4175F5980B69,Verified,C0250
E08057,CDR,CDR Log CDR006159,Financial Records,2025-07-27,CASEFILE-E08057,SHA256_E3C1F391177A1725,Review,C0250
E08058,Financial,Transaction Record TX004836,Telecom Records,2025-06-25,CASEFILE-E08058,SHA256_73B700A6025DDAF3,Verified,C0250
E08059,Financial,Transaction Record TX004838,Financial Records,2025-08-16,CASEFILE-E08059,SHA256_7586294D1132E129,Verified,C0250
E08060,Financial,Transaction Record TX004840,Case Records,2025-06-06,CASEFILE-E08060,SHA256_ED39FE8DED981C3C,Verified,C0250
E08061,Financial,Transaction Record TX004844,Field Collection,2025-07-19,CASEFILE-E08061,SHA256_431B931988BDA8F5,Verified,C0250
E08062,Financial,Transaction Record TX004845,Telecom Records,2025-08-31,CASEFILE-E08062,SHA256_3A61F286A311FCA1,Verified,C0250
E08063,Financial,Transaction Record TX004860,Telecom Records,2025-08-16,CASEFILE-E08063,SHA256_6E3A4EA3DA3A4845,Verified,C0250
E08064,CDR,CDR Log CDR006175,Case Records,2025-12-23,CASEFILE-E08064,SHA256_34042398D61CADD5,Verified,C0251
E08065,CDR,CDR Log CDR006180,Telecom Records,2025-04-28,CASEFILE-E08065,SHA256_7F326DF25E228C4D,Verified,C0251
E08066,CDR,CDR Log CDR006183,Telecom Records,2025-01-16,CASEFILE-E08066,SHA256_3574AB834526E671,Verified,C0251
E08067,Financial,Transaction Record TX004868,Financial Records,2025-07-02,CASEFILE-E08067,SHA256_A70357DDA7D29081,Review,C0251
E08068,Financial,Transaction Record TX004874,Telecom Records,2025-06-17,CASEFILE-E08068,SHA256_0148FBD496C6DCF9,Verified,C0251
E08069,Financial,Transaction Record TX004882,Field Collection,2025-06-01,CASEFILE-E08069,SHA256_09C9352D21CBD3C0,Verified,C0251
E08070,Event Record,Evidence for Vehicle Movement involving Aanya Jadhav,Telecom Records,2025-11-29,CASEFILE-E08070,SHA256_29C17B5EE98EF29B,Verified,C0251
E08071,Event Record,Evidence for Cyber Activity involving Karan Das,Case Records,2025-10-25,CASEFILE-E08071,SHA256_6C369AC513C77F90,Verified,C0251
E08072,CDR,CDR Log CDR006213,Financial Records,2025-12-21,CASEFILE-E08072,SHA256_5A38799E2A8D388C,Verified,C0252
E08073,CDR,CDR Log CDR006225,Case Records,2025-04-26,CASEFILE-E08073,SHA256_40AE9F4BAF431E28,Verified,C0252
E08074,CDR,CDR Log CDR006229,Case Records,2025-08-11,CASEFILE-E08074,SHA256_410B9EB42F81781B,Verified,C0252
E08075,CDR,CDR Log CDR006230,Field Collection,2025-02-26,CASEFILE-E08075,SHA256_785170D7C8FE4958,Review,C0252
