identity_id,person_id,document_type,document_number,issuing_authority,verification_status,issue_date,expiry_date,evidence_id
ID13773,P06887,PAN,EIFCB4416B,Income Tax Department,Verified,1979-05-29,,
ID13775,P06888,AADHAAR,935777521901,UIDAI,Unverified,2004-05-16,,
ID13775,P06888,PAN,IEPIA5733U,Income Tax Department,Verified,2022-05-15,,
ID13777,P06889,AADHAAR,960857099095,UIDAI,Review,1990-04-19,,
ID13777,P06889,PAN,CQHKE0556X,Income Tax Department,Review,2008-04-18,,
ID13779,P06890,AADHAAR,918060011441,UIDAI,Review,1967-05-20,,
ID13779,P06890,PAN,DAVLD7108M,Income Tax Department,Unverified,1985-05-19,,
ID13781,P06891,AADHAAR,988888770984,UIDAI,Verified,1977-11-09,,
ID13781,P06891,PAN,ETIZI5172S,Income Tax Department,Review,1995-11-08,,
ID13783,P06892,AADHAAR,945782912935,UIDAI,Verified,1968-12-25,,
ID13783,P06892,PAN,XUTBG8324R,Income Tax Department,Verified,1986-12-24,,
ID13785,P06893,AADHAAR,902650706817,UIDAI,Unverified,1996-11-20,,
ID13785,P06893,PAN,NZUIF2557U,Income Tax Department,Unverified,2014-11-19,,
ID13787,P06894,AADHAAR,915723555390,UIDAI,Verified,1981-01-30,,
ID13787,P06894,PAN,FEBNC0130P,Income Tax Department,Review,1999-01-29,,
ID13789,P06895,AADHAAR,937684652021,UIDAI,Verified,1970-03-12,,
ID13789,P06895,PAN,VKWPC3030L,Income Tax Department,Review,1988-03-11,,
ID13791,P06896,AADHAAR,951042621698,UIDAI,Review,2000-05-25,,
ID13791,P06896,PAN,XOVGQ9236P,Income Tax Department,Verified,2018-05-24,,
ID13793,P06897,AADHAAR,974103693278,UIDAI,Review,1998-08-01,,
ID13793,P06897,PAN,RVVBY3238W,Income Tax Department,Review,2016-07-31,,
ID13795,P06898,AADHAAR,947359786988,UIDAI,Verified,1989-06-26,,
ID13795,P06898,PAN,CCVIQ9238S,Income Tax Department,Verified,2007-06-25,,
ID13797,P06899,AADHAAR,992087193079,UIDAI,Review,1993-09-04,,
ID13797,P06899,PAN,SZYXK6422A,Income Tax Department,Verified,2011-09-03,,
ID13799,P06900,AADHAAR,908005070158,UIDAI,Verified,1976-01-16,,
ID13799,P06900,PAN,WOKUU8578V,Income Tax Department,Review,1994-01-15,,
ID13801,P06901,AADHAAR,904534768519,UIDAI,Review,1976-07-04,,
ID13801,P06901,PAN,NMMVY9796Y,Income Tax Department,Verified,1994-07-03,,
ID13803,P06902,AADHAAR,982156012705,UIDAI,Verified,1997-08-02,,
ID13803,P06902,PAN,IRCJD1539S,Income Tax Department,Unverified,2015-08-01,,
ID13805,P06903,AADHAAR,953532432599,UIDAI,Review,1975-04-01,,
ID13805,P06903,PAN,IWASL3479K,Income Tax Department,Verified,1993-03-31,,
ID13807,P06904,AADHAAR,947129221380,UIDAI,Review,1972-08-29,,
ID13807,P06904,PAN,FMYOM7207A,Income Tax Department,Unverified,1990-08-28,,
ID13809,P06905,AADHAAR,900538029225,UIDAI,Verified,1977-05-22,,
ID13809,P06905,PAN,LMTVB3470X,Income Tax Department,Verified,1995-05-21,,
ID13811,P06906,AADHAAR,957828003943,UIDAI,Verified,1984-10-24,,
ID13811,P06906,PAN,QVKWT3552R,Income Tax Department,Review,2002-10-23,,
ID13813,P06907,AADHAAR,906732474119,UIDAI,Review,1987-10-14,,
ID13813,P06907,PAN,SAJAP7748X,Income Tax Department,Review,2005-10-13,,
ID13815,P06908,AADHAAR,974382029413,UIDAI,Review,1978-10-17,,
ID13815,P06908,PAN,GQSQN3233Z,Income Tax Department,Review,1996-10-16,,
ID13817,P06909,AADHAAR,962630878421,UIDAI,Unverified,1995-04-28,,
ID13817,P06909,PAN,ZXNWI9361K,Income Tax Department,Review,2013-04-27,,
ID13819,P06910,AADHAAR,918592689065,UIDAI,Review,2004-05-14,,
ID13819,P06910,PAN,NWTJZ1586K,Income Tax Department,Review,2022-05-13,,
ID13821,P06911,AADHAAR,990730548568,UIDAI,Verified,1976-04-21,,
ID13821,P06911,PAN,OXVHL4143D,Income Tax Department,Verified,1994-04-20,,
ID13823,P06912,AADHAAR,944074405304,UIDAI,Unverified,1970-10-24,,
ID13823,P06912,PAN,EXQYR8903B,Income Tax Department,Unverified,1988-10-23,,
ID13825,P06913,AADHAAR,906912326829,UIDAI,Review,1960-04-18,,
ID13825,P06913,PAN,XILMS3161B,Income Tax Department,Unverified,1978-04-17,,
ID13827,P06914,AADHAAR,984711582329,UIDAI,Review,1980-03-10,,
ID13827,P06914,PAN,BGJUL8545R,Income Tax Department,Verified,1998-03-09,,
ID13829,P06915,AADHAAR,953386874626,UIDAI,Review,1973-04-09,,
ID13829,P06915,PAN,UIUPU9602S,Income Tax Department,Unverified,1991-04-08,,
ID13831,P06916,AADHAAR,953203901590,UIDAI,Verified,1988-01-28,,
ID13831,P06916,PAN,QRJCA7413K,Income Tax Department,Unverified,2006-01-27,,
ID13833,P06917,AADHAAR,959788077993,UIDAI,Unverified,2002-10-22,,
ID13833,P06917,PAN,MBKNC0063A,Income Tax Department,Verified,2020-10-21,,
ID13835,P06918,AADHAAR,912730761587,UIDAI,Unverified,1970-12-29,,
ID13835,P06918,PAN,WAADL6474C,Income Tax Department,Verified,1988-12-28,,
ID13837,P06919,AADHAAR,919249041868,UIDAI,Review,2005-08-24,,
ID13837,P06919,PAN,PBNBK2637P,Income Tax Department,Unverified,2023-08-23,,
ID13839,P06920,AADHAAR,980801510642,UIDAI,Verified,1988-06-04,,
ID13839,P06920,PAN,FLQLV7623O,Income Tax Department,Verified,2006-06-03,,
ID13841,P06921,AADHAAR,915179933228,UIDAI,Review,1958-07-03,,
ID13841,P06921,PAN,EVRUR9183B,Income Tax Department,Review,1976-07-02,,
ID13843,P06922,AADHAAR,913585545130,UIDAI,Review,1965-05-09,,
ID13843,P06922,PAN,RAFSV3453L,Income Tax Department,Unverified,1983-05-08,,
ID13845,P06923,AADHAAR,954199063535,UIDAI,Verified,1965-03-16,,
ID13845,P06923,PAN,WGONV1666F,Income Tax Department,Review,1983-03-15,,
ID13847,P06924,AADHAAR,991187992353,UIDAI,Verified,1957-05-24,,
ID13847,P06924,PAN,KDFWU0054D,Income Tax Department,Unverified,1975-05-23,,
ID13849,P06925,AADHAAR,971029761174,UIDAI,Review,1965-12-18,,
ID13849,P06925,PAN,CNGHY4544B,Income Tax Department,Review,1983-12-17,,
ID13851,P06926,AADHAAR,934748059031,UIDAI,Verified,2001-04-04,,
ID13851,P06926,PAN,QQRRE4729D,Income Tax Department,Review,2019-04-03,,
ID13853,P06927,AADHAAR,972829566751,UIDAI,Unverified,1997-01-17,,
ID13853,P06927,PAN,CPTPT2758J,Income Tax Department,Review,2015-01-16,,
ID13855,P06928,AADHAAR,943169533693,UIDAI,Review,1965-11-13,,
ID13855,P06928,PAN,CKQII6318F,Income Tax Department,Verified,1983-11-12,,
ID13857,P06929,AADHAAR,992520272466,UIDAI,Verified,1980-04-28,,
ID13857,P06929,PAN,UMVDW1302S,Income Tax Department,Review,1998-04-27,,
ID13859,P06930,AADHAAR,945096790014,UIDAI,Verified,1959-03-22,,
ID13859,P06930,PAN,YJSNM2119P,Income Tax Department,Review,1977-03-21,,
ID13861,P06931,AADHAAR,996293649150,UIDAI,Verified,1959-04-15,,
ID13861,P06931,PAN,QTTAR9764Q,Income Tax Department,Verified,1977-04-14,,
ID13863,P06932,AADHAAR,912303244603,UIDAI,Verified,1966-01-02,,
ID13863,P06932,PAN,UTVPS0520I,Income Tax Department,Unverified,1984-01-01,,
ID13865,P06933,AADHAAR,973479968350,UIDAI,Verified,1977-06-13,,
ID13865,P06933,PAN,MBJXC5515F,Income Tax Department,Review,1995-06-12,,
ID13867,P06934,AADHAAR,993622752480,UIDAI,Review,1982-09-27,,
ID13867,P06934,PAN,NHLKT2798E,Income Tax Department,Verified,2000-09-26,,
ID13869,P06935,AADHAAR,929004174457,UIDAI,Verified,1965-05-15,,
ID13869,P06935,PAN,PDSDB9473L,Income Tax Department,Verified,1983-05-14,,
ID13871,P06936,AADHAAR,932479179344,UIDAI,Verified,1972-11-06,,
ID13871,P06936,PAN,TXMMH7326E,Income Tax Department,Unverified,1990-11-05,,
ID13873,P06937,AADHAAR,973607363339,UIDAI,Unverified,2004-05-16,,
ID13873,P06937,PAN,ROAKM3938O,Income Tax Department,Unverified,2022-05-15,,
ID13875,P06938,AADHAAR,919840178581,UIDAI,Unverified,1990-07-02,,
ID13875,P06938,PAN,ZDDPK0728L,Income Tax Department,Unverified,2008-07-01,,
ID13877,P06939,AADHAAR,929361413529,UIDAI,Verified,2006-06-29,,
ID13877,P06939,PAN,QUXJD1948R,Income Tax Department,Review,2024-06-28,,
ID13879,P06940,AADHAAR,904412216617,UIDAI,Review,1995-11-04,,
ID13879,P06940,PAN,MTSYT8778C,Income Tax Department,Review,2013-11-03,,
ID13881,P06941,AADHAAR,992942827826,UIDAI,Verified,1971-04-24,,
ID13881,P06941,PAN,ASQXT3071T,Income Tax Department,Verified,1989-04-23,,
ID13883,P06942,AADHAAR,953513797817,UIDAI,Unverified,1998-07-23,,
ID13883,P06942,PAN,CQTMJ3947Y,Income Tax Department,Verified,2016-07-22,,
ID13885,P06943,AADHAAR,968755596270,UIDAI,Verified,1976-06-08,,
ID13885,P06943,PAN,KSWWU9238O,Income Tax Department,Verified,1994-06-07,,
ID13887,P06944,AADHAAR,916544738646,UIDAI,Verified,2000-06-22,,
ID13887,P06944,PAN,WLWRM2585O,Income Tax Department,Unverified,2018-06-21,,
ID13889,P06945,AADHAAR,968352985020,UIDAI,Unverified,1963-09-06,,
ID13889,P06945,PAN,EDMSB9090R,Income Tax Department,Unverified,1981-09-05,,
ID13891,P06946,AADHAAR,944099280826,UIDAI,Verified,1987-02-07,,
ID13891,P06946,PAN,JAETG1719G,Income Tax Department,Verified,2005-02-06,,
ID13893,P06947,AADHAAR,928284678226,UIDAI,Verified,1986-09-28,,
ID13893,P06947,PAN,OPOGK9379A,Income Tax Department,Review,2004-09-27,,
ID13895,P06948,AADHAAR,916852771962,UIDAI,Verified,1988-10-12,,
ID13895,P06948,PAN,XLTNY9988H,Income Tax Department,Unverified,2006-10-11,,
ID13897,P06949,AADHAAR,965433465198,UIDAI,Unverified,1992-08-22,,
ID13897,P06949,PAN,FJQLL5381L,Income Tax Department,Unverified,2010-08-21,,
ID13899,P06950,AADHAAR,992280900130,UIDAI,Unverified,1985-10-09,,
ID13899,P06950,PAN,YBMMN4116B,Income Tax Department,Unverified,2003-10-08,,
ID13901,P06951,AADHAAR,982881546823,UIDAI,Verified,1977-01-01,,
ID13901,P06951,PAN,WVVGD5645V,Income Tax Department,Review,1994-12-31,,
ID13903,P06952,AADHAAR,960226508917,UIDAI,Verified,1991-03-22,,
ID13903,P06952,PAN,LWOIY9418M,Income Tax Department,Unverified,2009-03-21,,
ID13905,P06953,AADHAAR,989386701267,UIDAI,Verified,1973-10-22,,
ID13905,P06953,PAN,FLGBY4136J,Income Tax Department,Unverified,1991-10-21,,
ID13907,P06954,AADHAAR,970650988567,UIDAI,Verified,1962-02-06,,
ID13907,P06954,PAN,NBCCR7191D,Income Tax Department,Verified,1980-02-05,,
ID13909,P06955,AADHAAR,951314017325,UIDAI,Review,1957-12-30,,
ID13909,P06955,PAN,WILQC4283A,Income Tax Department,Unverified,1975-12-29,,
ID13911,P06956,AADHAAR,939644482029,UIDAI,Verified,1983-01-31,,
ID13911,P06956,PAN,XLIUC6559M,Income Tax Department,Unverified,2001-01-30,,
ID13913,P06957,AADHAAR,983647772935,UIDAI,Verified,1961-11-18,,
ID13913,P06957,PAN,GYSBI0832Q,Income Tax Department,Unverified,1979-11-17,,
ID13915,P06958,AADHAAR,920646004221,UIDAI,Review,1989-05-01,,
ID13915,P06958,PAN,RWCFW3442J,Income Tax Department,Unverified,2007-04-30,,
ID13917,P06959,AADHAAR,931305032866,UIDAI,Review,1999-05-23,,
ID13917,P06959,PAN,ZARCH8341V,Income Tax Department,Unverified,2017-05-22,,
ID13919,P06960,AADHAAR,995990007887,UIDAI,Unverified,1959-07-31,,
ID13919,P06960,PAN,KGITW7821L,Income Tax Department,Review,1977-07-30,,
ID13921,P06961,AADHAAR,951272319343,UIDAI,Unverified,1990-08-29,,
ID13921,P06961,PAN,LSQCH7009C,Income Tax Department,Review,2008-08-28,,
ID13923,P06962,AADHAAR,952616645167,UIDAI,Review,2002-10-23,,
ID13923,P06962,PAN,NGGNU6813K,Income Tax Department,Review,2020-10-22,,
ID13925,P06963,AADHAAR,911545049860,UIDAI,Review,1963-03-16,,
ID13925,P06963,PAN,QCOEO7807G,Income Tax Department,Unverified,1981-03-15,,
ID13927,P06964,AADHAAR,965944344349,UIDAI,Unverified,1977-09-03,,
ID13927,P06964,PAN,NNCQT8515Z,Income Tax Department,Verified,1995-09-02,,
ID13929,P06965,AADHAAR,960130117875,UIDAI,Verified,1968-01-21,,
ID13929,P06965,PAN,VGLRH7633J,Income Tax Department,Review,1986-01-20,,
ID13931,P06966,AADHAAR,904282664795,UIDAI,Verified,1996-08-26,,
ID13931,P06966,PAN,SGNQN2436Q,Income Tax Department,Review,2014-08-25,,
ID13933,P06967,AADHAAR,945721790709,UIDAI,Review,1986-12-08,,
ID13933,P06967,PAN,SQWWH5220H,Income Tax Department,Verified,2004-12-07,,
ID13935,P06968,AADHAAR,967859713787,UIDAI,Unverified,1962-03-11,,
ID13935,P06968,PAN,HKKXF4321E,Income Tax Department,Verified,1980-03-10,,
ID13937,P06969,AADHAAR,997372783846,UIDAI,Unverified,1973-01-12,,
ID13937,P06969,PAN,IQCFM0232H,Income Tax Department,Verified,1991-01-11,,
ID13939,P06970,AADHAAR,901172340415,UIDAI,Review,1957-02-08,,
ID13939,P06970,PAN,MDEQO3048B,Income Tax Department,Unverified,1975-02-07,,
ID13941,P06971,AADHAAR,972523056093,UIDAI,Verified,1978-02-28,,
ID13941,P06971,PAN,BZABQ1269X,Income Tax Department,Unverified,1996-02-27,,
ID13943,P06972,AADHAAR,988736589457,UIDAI,Review,2001-05-01,,
ID13943,P06972,PAN,AALEZ4012H,Income Tax Department,Verified,2019-04-30,,
ID13945,P06973,AADHAAR,914211982310,UIDAI,Unverified,1966-04-04,,
ID13945,P06973,PAN,ZVSKG5966G,Income Tax Department,Unverified,1984-04-03,,
ID13947,P06974,AADHAAR,949530598444,UIDAI,Review,1988-12-26,,
ID13947,P06974,PAN,RBCFM2934S,Income Tax Department,Review,2006-12-25,,
ID13949,P06975,AADHAAR,956299547317,UIDAI,Verified,1968-09-13,,
ID13949,P06975,PAN,HNLZM2458O,Income Tax Department,Verified,1986-09-12,,
ID13951,P06976,AADHAAR,996273326956,UIDAI,Verified,1983-05-26,,
ID13951,P06976,PAN,HVVVB5250Z,Income Tax Department,Verified,2001-05-25,,
ID13953,P06977,AADHAAR,993495418460,UIDAI,Review,2002-12-16,,
ID13953,P06977,PAN,WULNE8883A,Income Tax Department,Verified,2020-12-15,,
ID13955,P06978,AADHAAR,973041888217,UIDAI,Review,1959-07-08,,
ID13955,P06978,PAN,SBLQM6895L,Income Tax Department,Review,1977-07-07,,
ID13957,P06979,AADHAAR,993610888931,UIDAI,Verified,1959-01-13,,
ID13957,P06979,PAN,GUFXJ0242X,Income Tax Department,Verified,1977-01-12,,
ID13959,P06980,AADHAAR,911549926790,UIDAI,Verified,1986-04-29,,
ID13959,P06980,PAN,FLSEB2296Y,Income Tax Department,Verified,2004-04-28,,
ID13961,P06981,AADHAAR,956272619070,UIDAI,Verified,1961-07-24,,
ID13961,P06981,PAN,BCRLY5143I,Income Tax Department,Unverified,1979-07-23,,
ID13963,P06982,AADHAAR,954935117618,UIDAI,Verified,1959-11-26,,
ID13963,P06982,PAN,VXOMH7990O,Income Tax Department,Verified,1977-11-25,,
ID13965,P06983,AADHAAR,910380483200,UIDAI,Verified,1973-04-28,,
ID13965,P06983,PAN,UXGJR7921Z,Income Tax Department,Unverified,1991-04-27,,
ID13967,P06984,AADHAAR,974308632200,UIDAI,Verified,1994-06-13,,
ID13967,P06984,PAN,DCARI4078H,Income Tax Department,Verified,2012-06-12,,
ID13969,P06985,AADHAAR,935053148826,UIDAI,Unverified,2003-02-16,,
ID13969,P06985,PAN,MSPEX5289B,Income Tax Department,Verified,2021-02-15,,
ID13971,P06986,AADHAAR,937661419865,UIDAI,Unverified,1961-09-26,,
ID13971,P06986,PAN,IZRPX6757P,Income Tax Department,Unverified,1979-09-25,,
ID13973,P06987,AADHAAR,975743963338,UIDAI,Review,2002-03-19,,
ID13973,P06987,PAN,YMNHG3938I,Income Tax Department,Unverified,2020-03-18,,
ID13975,P06988,AADHAAR,963036650285,UIDAI,Unverified,1968-10-09,,
ID13975,P06988,PAN,EFJIH0032Z,Income Tax Department,Review,1986-10-08,,
ID13977,P06989,AADHAAR,986156849688,UIDAI,Review,1962-06-17,,
ID13977,P06989,PAN,RODLT7288P,Income Tax Department,Review,1980-06-16,,
ID13979,P06990,AADHAAR,985960490758,UIDAI,Unverified,1995-12-31,,
ID13979,P06990,PAN,QNRCM9612R,Income Tax Department,Unverified,2013-12-30,,
ID13981,P06991,AADHAAR,936059545782,UIDAI,Review,1991-01-23,,
ID13981,P06991,PAN,AYMXF9443Y,Income Tax Department,Review,2009-01-22,,
ID13983,P06992,AADHAAR,971656981008,UIDAI,Unverified,1986-11-06,,
ID13983,P06992,PAN,INLSX1811C,Income Tax Department,Unverified,2004-11-05,,
ID13985,P06993,AADHAAR,961794220673,UIDAI,Review,1988-07-15,,
ID13985,P06993,PAN,ELRWS6716D,Income Tax Department,Verified,2006-07-14,,
ID13987,P06994,AADHAAR,961022428842,UIDAI,Verified,1960-04-09,,
ID13987,P06994,PAN,MXEOG1570A,Income Tax Department,Review,1978-04-08,,
ID13989,P06995,AADHAAR,962655558111,UIDAI,Unverified,1968-10-13,,
ID13989,P06995,PAN,HCBTR9793Y,Income Tax Department,Verified,1986-10-12,,
ID13991,P06996,AADHAAR,969411097070,UIDAI,Verified,2004-02-04,,
ID13991,P06996,PAN,UAXCW4501N,Income Tax Department,Verified,2022-02-03,,
ID13993,P06997,AADHAAR,999677036645,UIDAI,Review,1997-03-28,,
ID13993,P06997,PAN,UQGPB9160A,Income Tax Department,Unverified,2015-03-27,,
ID13995,P06998,AADHAAR,932958958059,UIDAI,Verified,1971-08-19,,
ID13995,P06998,PAN,STSPA7816Y,Income Tax Department,Review,1989-08-18,,
ID13997,P06999,AADHAAR,912770803486,UIDAI,Verified,2005-06-19,,
ID13997,P06999,PAN,ILXYE3701S,Income Tax Department,Verified,2023-06-18,,
ID13999,P07000,AADHAAR,977996146400,UIDAI,Review,1970-11-17,,
ID13999,P07000,PAN,LHJBT1810P,Income Tax Department,Unverified,1988-11-16,,
ID14001,P07001,AADHAAR,910031306063,UIDAI,Unverified,1987-09-09,,
ID14001,P07001,PAN,BAFSF2804I,Income Tax Department,Verified,2005-09-08,,
ID14003,P07002,AADHAAR,953912019454,UIDAI,Review,1997-03-12,,
ID14003,P07002,PAN,GWWNG6778L,Income Tax Department,Review,2015-03-11,,
ID14005,P07003,AADHAAR,938683095252,UIDAI,Unverified,1990-07-28,,
ID14005,P07003,PAN,WSXJH2589P,Income Tax Department,Verified,2008-07-27,,
ID14007,P07004,AADHAAR,921359940546,UIDAI,Review,1988-01-21,,
ID14007,P07004,PAN,WPRXW5076G,Income Tax Department,Verified,2006-01-20,,
ID14009,P07005,AADHAAR,917827971620,UIDAI,Verified,1967-02-23,,
ID14009,P07005,PAN,WYUAP4574C,Income Tax Department,Unverified,1985-02-22,,
ID14011,P07006,AADHAAR,948398490315,UIDAI,Unverified,2006-09-24,,
ID14011,P07006,PAN,FMYLC8339N,Income Tax Department,Unverified,2024-09-23,,
ID14013,P07007,AADHAAR,926210227024,UIDAI,Verified,1972-03-18,,
ID14013,P07007,PAN,XEKLA6761N,Income Tax Department,Review,1990-03-17,,
ID14015,P07008,AADHAAR,917485557980,UIDAI,Review,1993-07-08,,
ID14015,P07008,PAN,LVVPT6618D,Income Tax Department,Verified,2011-07-07,,
ID14017,P07009,AADHAAR,917108957301,UIDAI,Verified,2000-04-15,,
ID14017,P07009,PAN,TQHRI0513H,Income Tax Department,Verified,2018-04-14,,
ID14019,P07010,AADHAAR,955696349521,UIDAI,Unverified,2004-10-01,,
ID14019,P07010,PAN,XMGFB7509K,Income Tax Department,Verified,2022-09-30,,
ID14021,P07011,AADHAAR,981030515309,UIDAI,Review,1994-05-05,,
ID14021,P07011,PAN,UBKUU3619C,Income Tax Department,Review,2012-05-04,,
ID14023,P07012,AADHAAR,989261056821,UIDAI,Review,1980-07-14,,
ID14023,P07012,PAN,YNDTF5073C,Income Tax Department,Unverified,1998-07-13,,
ID14025,P07013,AADHAAR,958572486537,UIDAI,Unverified,1968-02-21,,
ID14025,P07013,PAN,FFBKA4988R,Income Tax Department,Verified,1986-02-20,,
ID14027,P07014,AADHAAR,907722787261,UIDAI,Unverified,1993-12-03,,
ID14027,P07014,PAN,RVTRZ4660U,Income Tax Department,Verified,2011-12-02,,
ID14029,P07015,AADHAAR,954885985917,UIDAI,Verified,1967-12-22,,
ID14029,P07015,PAN,WZQHX2388Q,Income Tax Department,Unverified,1985-12-21,,
ID14031,P07016,AADHAAR,999343854099,UIDAI,Verified,1979-03-28,,
ID14031,P07016,PAN,POJTO3205N,Income Tax Department,Unverified,1997-03-27,,
ID14033,P07017,AADHAAR,921923779593,UIDAI,Review,2003-04-07,,
ID14033,P07017,PAN,DLLPD1985F,Income Tax Department,Review,2021-04-06,,
ID14035,P07018,AADHAAR,953645298873,UIDAI,Review,1971-03-14,,
ID14035,P07018,PAN,ZBPUH8850K,Income Tax Department,Verified,1989-03-13,,
ID14037,P07019,AADHAAR,960873641099,UIDAI,Unverified,1957-09-29,,
ID14037,P07019,PAN,EKKSM2420G,Income Tax Department,Verified,1975-09-28,,
ID14039,P07020,AADHAAR,963703251153,UIDAI,Unverified,2004-04-15,,
ID14039,P07020,PAN,FLQQF7197H,Income Tax Department,Review,2022-04-14,,
ID14041,P07021,AADHAAR,935591072318,UIDAI,Unverified,1989-08-06,,
ID14041,P07021,PAN,EXVYC7569X,Income Tax Department,Review,2007-08-05,,
ID14043,P07022,AADHAAR,910070612333,UIDAI,Verified,1958-04-15,,
ID14043,P07022,PAN,XANWH3947A,Income Tax Department,Verified,1976-04-14,,
ID14045,P07023,AADHAAR,955056843337,UIDAI,Unverified,1962-11-27,,
ID14045,P07023,PAN,LZCTE0697V,Income Tax Department,Verified,1980-11-26,,
ID14047,P07024,AADHAAR,901364829317,UIDAI,Verified,1985-05-28,,
ID14047,P07024,PAN,RQJFB2109Y,Income Tax Department,Review,2003-05-27,,
ID14049,P07025,AADHAAR,967182575331,UIDAI,Verified,1978-12-29,,
ID14049,P07025,PAN,DZJPX0548Z,Income Tax Department,Unverified,1996-12-28,,
ID14051,P07026,AADHAAR,937422862411,UIDAI,Review,1970-01-29,,
ID14051,P07026,PAN,JOFAB2534B,Income Tax Department,Review,1988-01-28,,
ID14053,P07027,AADHAAR,985788178272,UIDAI,Review,1962-12-08,,
ID14053,P07027,PAN,OGJQP3673F,Income Tax Department,Verified,1980-12-07,,
ID14055,P07028,AADHAAR,929205883951,UIDAI,Review,1965-01-13,,
ID14055,P07028,PAN,QQKNB6605J,Income Tax Department,Unverified,1983-01-12,,
ID14057,P07029,AADHAAR,954215427544,UIDAI,Unverified,1995-03-28,,
ID14057,P07029,PAN,KTVXH1174K,Income Tax Department,Unverified,2013-03-27,,
ID14059,P07030,AADHAAR,929652663949,UIDAI,Verified,1995-10-29,,
ID14059,P07030,PAN,MNLMK1286S,Income Tax Department,Review,2013-10-28,,
ID14061,P07031,AADHAAR,918531778828,UIDAI,Review,1984-04-30,,
ID14061,P07031,PAN,ZRTIS3039R,Income Tax Department,Unverified,2002-04-29,,
ID14063,P07032,AADHAAR,988704204005,UIDAI,Review,1997-08-08,,
ID14063,P07032,PAN,UXVQW8935O,Income Tax Department,Verified,2015-08-07,,
ID14065,P07033,AADHAAR,932053589529,UIDAI,Review,2002-02-22,,
ID14065,P07033,PAN,UICGP8846L,Income Tax Department,Verified,2020-02-21,,
ID14067,P07034,AADHAAR,969408362658,UIDAI,Review,1992-08-25,,
ID14067,P07034,PAN,UPBIS8201C,Income Tax Department,Unverified,2010-08-24,,
ID14069,P07035,AADHAAR,904702166946,UIDAI,Unverified,1985-06-20,,
ID14069,P07035,PAN,KRYAA9052K,Income Tax Department,Verified,2003-06-19,,
ID14071,P07036,AADHAAR,912504273500,UIDAI,Unverified,1988-06-14,,
ID14071,P07036,PAN,MDXXU0763D,Income Tax Department,Verified,2006-06-13,,
ID14073,P07037,AADHAAR,905089664607,UIDAI,Verified,1959-08-30,,
ID14073,P07037,PAN,TPNRT2282N,Income Tax Department,Review,1977-08-29,,
ID14075,P07038,AADHAAR,979090397526,UIDAI,Unverified,1965-06-19,,
ID14075,P07038,PAN,OYODF1420B,Income Tax Department,Verified,1983-06-18,,
ID14077,P07039,AADHAAR,902667902431,UIDAI,Unverified,1960-06-11,,
ID14077,P07039,PAN,NSQFL1991X,Income Tax Department,Review,1978-06-10,,
ID14079,P07040,AADHAAR,940007319484,UIDAI,Review,1997-03-05,,
ID14079,P07040,PAN,EMYEC4086O,Income Tax Department,Review,2015-03-04,,
ID14081,P07041,AADHAAR,958241041667,UIDAI,Verified,1969-03-31,,
ID14081,P07041,PAN,OUYOI4106V,Income Tax Department,Unverified,1987-03-30,,
ID14083,P07042,AADHAAR,952123621986,UIDAI,Unverified,1959-01-26,,
ID14083,P07042,PAN,UFRXY5166H,Income Tax Department,Verified,1977-01-25,,
ID14085,P07043,AADHAAR,922479666380,UIDAI,Review,1987-02-15,,
ID14085,P07043,PAN,CAKTD5741N,Income Tax Department,Unverified,2005-02-14,,
ID14087,P07044,AADHAAR,974408252099,UIDAI,Verified,1964-01-31,,
ID14087,P07044,PAN,MFJNJ9058O,Income Tax Department,Verified,1982-01-30,,
ID14089,P07045,AADHAAR,922274539137,UIDAI,Review,1964-03-16,,
ID14089,P07045,PAN,HPQJF8329K,Income Tax Department,Review,1982-03-15,,
ID14091,P07046,AADHAAR,964282718547,UIDAI,Review,1971-12-19,,
ID14091,P07046,PAN,MXNEI9057Q,Income Tax Department,Verified,1989-12-18,,
ID14093,P07047,AADHAAR,983235707659,UIDAI,Unverified,2000-03-30,,
ID14093,P07047,PAN,ZNTCN0682E,Income Tax Department,Verified,2018-03-29,,
ID14095,P07048,AADHAAR,959347977996,UIDAI,Verified,1999-09-22,,
ID14095,P07048,PAN,NKVVM8083X,Income Tax Department,Review,2017-09-21,,
ID14097,P07049,AADHAAR,917484008770,UIDAI,Review,1974-08-08,,
ID14097,P07049,PAN,SNZTP7630T,Income Tax Department,Review,1992-08-07,,
ID14099,P07050,AADHAAR,946655340141,UIDAI,Verified,1993-07-05,,
ID14099,P07050,PAN,NLTTB0782K,Income Tax Department,Unverified,2011-07-04,,
ID14101,P07051,AADHAAR,999542724481,UIDAI,Review,1959-03-05,,
ID14101,P07051,PAN,XAOIK2410D,Income Tax Department,Unverified,1977-03-04,,
ID14103,P07052,AADHAAR,941864645002,UIDAI,Review,1982-02-04,,
ID14103,P07052,PAN,IMBIG4457M,Income Tax Department,Unverified,2000-02-03,,
ID14105,P07053,AADHAAR,925552305929,UIDAI,Unverified,1968-04-11,,
ID14105,P07053,PAN,VVADS5336L,Income Tax Department,Unverified,1986-04-10,,
ID14107,P07054,AADHAAR,921862891953,UIDAI,Unverified,1993-12-29,,
ID14107,P07054,PAN,HFNYR6684U,Income Tax Department,Unverified,2011-12-28,,
ID14109,P07055,AADHAAR,930945506556,UIDAI,Review,2006-06-26,,
