event_id,event_type,title,timestamp,location_id,case_id,description,evidence_id
EV04308,Vehicle Movement,Vehicle Movement involving Diya Nair,2026-06-01T15:56:17,L0176,C0521,Vehicle Movement activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04309,Delivery,Delivery involving Zoya Reddy,2026-07-30T03:36:23,L0051,C0521,Delivery activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04310,Delivery,Delivery involving Simran Ghosh,2026-08-16T14:42:56,L0468,C0521,Delivery activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04311,Interview,Interview involving Ishaan Shah,2026-02-16T01:36:32,L0051,C0521,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0521.,E10438
EV04312,Interview,Interview involving Pooja Sethi,2026-02-24T01:21:27,L0468,C0521,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0521.,E10439
EV04313,Evidence Collection,Evidence Collection involving Aman Kulkarni,2026-06-28T02:22:51,L0176,C0521,Evidence Collection activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04314,Crime,Crime involving Manav Chavan,2026-12-01T07:15:54,L0252,C0521,Crime activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04315,Meeting,Meeting involving Arnav Desai,2026-04-12T07:26:17,L0176,C0521,Meeting activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04316,Interview,Interview involving Anushka Mishra,2026-05-19T10:11:07,L0307,C0521,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04317,Arrest,Arrest involving Pranav Naik,2026-06-12T12:33:55,L0252,C0521,Arrest activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04318,Evidence Collection,Evidence Collection involving Saurabh Thakur,2026-06-27T16:35:45,L0307,C0521,Evidence Collection activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04319,Surveillance,Surveillance involving Akash Malhotra,2026-04-22T00:05:42,L0468,C0521,Surveillance activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04320,Cyber Activity,Cyber Activity involving Arjun Verma,2026-05-12T15:40:18,L0252,C0521,Cyber Activity activity observed in connection with organized cybercrime investigation CASE-2026-0521.,E10440
EV04321,Vehicle Movement,Vehicle Movement involving Neha Mishra,2026-05-17T23:36:31,L0307,C0521,Vehicle Movement activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04322,Transaction,Transaction involving Akash Malhotra,2026-01-20T02:03:42,L0252,C0521,Transaction activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04323,Call,Call involving Neha Mishra,2026-10-29T08:22:13,L0176,C0521,Call activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04324,Surveillance,Surveillance involving Sneha Jadhav,2026-06-29T08:01:24,L0468,C0521,Surveillance activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04325,Cyber Activity,Cyber Activity involving Anushka Mishra,2026-07-13T01:14:35,L0252,C0521,Cyber Activity activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04326,Crime,Crime involving Rahul Nair,2026-05-02T17:35:59,L0176,C0521,Crime activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04327,Transaction,Transaction involving Anushka Mishra,2026-08-11T03:54:16,L0252,C0521,Transaction activity observed in connection with organized cybercrime investigation CASE-2026-0521.,E10441
EV04328,Evidence Collection,Evidence Collection involving Anushka Mishra,2026-04-29T02:46:50,L0307,C0521,Evidence Collection activity observed in connection with organized cybercrime investigation CASE-2026-0521.,E10442
EV04329,Financial Activity,Financial Activity involving Trisha Khan,2026-10-02T10:01:20,L0307,C0521,Financial Activity activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04330,Delivery,Delivery involving Rahul Nair,2026-07-18T20:25:49,L0468,C0521,Delivery activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04331,Financial Activity,Financial Activity involving Ishaan Shah,2026-08-18T17:53:09,L0252,C0521,Financial Activity activity observed in connection with organized cybercrime investigation CASE-2026-0521.,E10443
EV04332,Evidence Collection,Evidence Collection involving Aanya Shah,2026-05-26T14:27:58,L0307,C0521,Evidence Collection activity observed in connection with organized cybercrime investigation CASE-2026-0521.,E10444
EV04333,Vehicle Movement,Vehicle Movement involving Neha Mishra,2026-04-27T17:23:52,L0468,C0521,Vehicle Movement activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04334,Financial Activity,Financial Activity involving Saurabh Reddy,2026-09-17T06:07:11,L0176,C0521,Financial Activity activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04335,Meeting,Meeting involving Nikhil Verma,2026-07-21T18:54:57,L0468,C0521,Meeting activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04336,Call,Call involving Ritesh Verma,2026-04-30T16:03:20,L0252,C0521,Call activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04337,Call,Call involving Diya Sethi,2026-02-15T07:14:08,L0051,C0521,Call activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04338,Interview,Interview involving Aditya Verma,2026-09-15T03:38:17,L0468,C0521,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04339,Interview,Interview involving Pooja Sethi,2026-05-29T21:31:13,L0176,C0521,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04340,Interview,Interview involving Akash Malhotra,2026-11-23T12:26:46,L0051,C0521,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04341,Evidence Collection,Evidence Collection involving Isha Saxena,2026-09-03T02:41:00,L0307,C0521,Evidence Collection activity observed in connection with organized cybercrime investigation CASE-2026-0521.,nan
EV04342,Cyber Activity,Cyber Activity involving Aditi Reddy,2026-08-03T07:03:36,L0440,C0522,Cyber Activity activity observed in connection with payment fraud investigation CASE-2026-0522.,nan
EV04343,Arrest,Arrest involving Varun Saxena,2026-05-20T05:50:24,L0440,C0522,Arrest activity observed in connection with payment fraud investigation CASE-2026-0522.,nan
EV04344,Surveillance,Surveillance involving Pallavi Bansal,2026-08-04T23:52:30,L0487,C0523,Surveillance activity observed in connection with organized cybercrime investigation CASE-2026-0523.,E10456
EV04345,Vehicle Movement,Vehicle Movement involving Tanvi Pillai,2026-08-14T17:20:20,L0487,C0523,Vehicle Movement activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04346,Evidence Collection,Evidence Collection involving Ananya Bansal,2026-08-11T13:14:46,L0506,C0523,Evidence Collection activity observed in connection with organized cybercrime investigation CASE-2026-0523.,E10457
EV04347,Crime,Crime involving Shreya Rao,2026-08-23T15:21:37,L0006,C0523,Crime activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04348,Interview,Interview involving Sneha Sethi,2026-08-10T11:07:08,L0572,C0523,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04349,Evidence Collection,Evidence Collection involving Kavya Rao,2026-08-26T14:07:57,L0282,C0523,Evidence Collection activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04350,Crime,Crime involving Naveen Patil,2026-08-02T17:17:09,L0572,C0523,Crime activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04351,Observation,Observation involving Isha Desai,2026-08-14T07:24:04,L0282,C0523,Observation activity observed in connection with organized cybercrime investigation CASE-2026-0523.,E10458
EV04352,Delivery,Delivery involving Pallavi Bansal,2026-08-18T02:47:29,L0487,C0523,Delivery activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04353,Vehicle Movement,Vehicle Movement involving Naveen Mehta,2026-08-04T16:19:14,L0572,C0523,Vehicle Movement activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04354,Delivery,Delivery involving Manav Gupta,2026-07-29T02:17:53,L0487,C0523,Delivery activity observed in connection with organized cybercrime investigation CASE-2026-0523.,E10459
EV04355,Observation,Observation involving Naveen Bansal,2026-08-23T10:22:58,L0487,C0523,Observation activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04356,Financial Activity,Financial Activity involving Sameer Pillai,2026-08-18T12:31:44,L0006,C0523,Financial Activity activity observed in connection with organized cybercrime investigation CASE-2026-0523.,E10460
EV04357,Interview,Interview involving Shreya Rao,2026-08-26T22:38:06,L0572,C0523,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0523.,nan
EV04358,Cyber Activity,Cyber Activity involving Vanya Singh,2026-07-17T05:30:57,L0337,C0524,Cyber Activity activity observed in connection with individual cyber fraud investigation CASE-2026-0524.,E10465
EV04359,Delivery,Delivery involving Pooja Pillai,2026-05-08T03:17:56,L0527,C0524,Delivery activity observed in connection with individual cyber fraud investigation CASE-2026-0524.,nan
EV04360,Arrest,Arrest involving Kabir Kapoor,2026-05-11T10:21:09,L0457,C0524,Arrest activity observed in connection with individual cyber fraud investigation CASE-2026-0524.,nan
EV04361,Cyber Activity,Cyber Activity involving Isha Singh,2026-08-19T00:31:31,L0464,C0524,Cyber Activity activity observed in connection with individual cyber fraud investigation CASE-2026-0524.,nan
EV04362,Meeting,Meeting involving Meera Kulkarni,2026-10-10T13:38:33,L0165,C0525,Meeting activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04363,Financial Activity,Financial Activity involving Yamini Desai,2026-12-05T13:10:29,L0165,C0525,Financial Activity activity observed in connection with cyber extortion investigation CASE-2026-0525.,E10482
EV04364,Call,Call involving Nikhil Mehta,2026-06-23T04:03:55,L0341,C0525,Call activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04365,Observation,Observation involving Siddharth Thakur,2026-03-22T20:30:55,L0427,C0525,Observation activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04366,Call,Call involving Siddharth Thakur,2026-04-28T06:29:17,L0341,C0525,Call activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04367,Meeting,Meeting involving Raj Verma,2026-04-11T07:07:00,L0341,C0525,Meeting activity observed in connection with cyber extortion investigation CASE-2026-0525.,E10483
EV04368,Arrest,Arrest involving Vivek Singh,2026-04-24T18:13:02,L0165,C0525,Arrest activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04369,Crime,Crime involving Simran Malhotra,2026-07-06T15:07:44,L0524,C0525,Crime activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04370,Delivery,Delivery involving Aanya Pillai,2026-06-14T11:33:56,L0524,C0525,Delivery activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04371,Evidence Collection,Evidence Collection involving Nikhil Mehta,2026-07-29T12:29:28,L0427,C0525,Evidence Collection activity observed in connection with cyber extortion investigation CASE-2026-0525.,E10484
EV04372,Observation,Observation involving Trisha Desai,2026-11-22T22:42:20,L0427,C0525,Observation activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04373,Arrest,Arrest involving Aarav Joshi,2026-05-07T21:31:41,L0524,C0525,Arrest activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04374,Delivery,Delivery involving Yamini Desai,2026-09-08T15:19:11,L0065,C0525,Delivery activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04375,Surveillance,Surveillance involving Meera Kulkarni,2026-10-17T01:36:29,L0065,C0525,Surveillance activity observed in connection with cyber extortion investigation CASE-2026-0525.,E10485
EV04376,Cyber Activity,Cyber Activity involving Aanya Pillai,2026-06-25T10:56:00,L0341,C0525,Cyber Activity activity observed in connection with cyber extortion investigation CASE-2026-0525.,E10486
EV04377,Interview,Interview involving Siddharth Thakur,2026-08-06T03:43:34,L0524,C0525,Interview activity observed in connection with cyber extortion investigation CASE-2026-0525.,E10487
EV04378,Financial Activity,Financial Activity involving Aarav Joshi,2026-07-29T00:34:23,L0524,C0525,Financial Activity activity observed in connection with cyber extortion investigation CASE-2026-0525.,E10488
EV04379,Crime,Crime involving Ishita Iyer,2026-08-09T12:32:25,L0524,C0525,Crime activity observed in connection with cyber extortion investigation CASE-2026-0525.,nan
EV04380,Call,Call involving Dev Bansal,2026-02-24T09:38:50,L0385,C0526,Call activity observed in connection with identity fraud investigation CASE-2026-0526.,E10490
EV04381,Evidence Collection,Evidence Collection involving Simran Bhat,2026-05-01T16:57:52,L0130,C0526,Evidence Collection activity observed in connection with identity fraud investigation CASE-2026-0526.,nan
EV04382,Surveillance,Surveillance involving Vanya Gupta,2026-03-17T22:20:53,L0393,C0527,Surveillance activity observed in connection with kidnapping investigation CASE-2026-0527.,nan
EV04383,Cyber Activity,Cyber Activity involving Rhea Joshi,2026-06-05T20:06:26,L0393,C0527,Cyber Activity activity observed in connection with kidnapping investigation CASE-2026-0527.,nan
EV04384,Crime,Crime involving Ishaan Menon,2026-10-19T03:05:16,L0158,C0527,Crime activity observed in connection with kidnapping investigation CASE-2026-0527.,nan
EV04385,Transaction,Transaction involving Vanya Gupta,2026-07-12T10:06:00,L0158,C0527,Transaction activity observed in connection with kidnapping investigation CASE-2026-0527.,E10498
EV04386,Meeting,Meeting involving Vanya Gupta,2026-05-13T08:29:34,L0498,C0527,Meeting activity observed in connection with kidnapping investigation CASE-2026-0527.,nan
EV04387,Cyber Activity,Cyber Activity involving Vanya Gupta,2026-08-29T20:29:19,L0203,C0527,Cyber Activity activity observed in connection with kidnapping investigation CASE-2026-0527.,E10499
EV04388,Transaction,Transaction involving Nikhil Menon,2026-04-17T18:54:34,L0158,C0527,Transaction activity observed in connection with kidnapping investigation CASE-2026-0527.,nan
EV04389,Vehicle Movement,Vehicle Movement involving Anushka Thakur,2026-07-28T21:28:21,L0203,C0527,Vehicle Movement activity observed in connection with kidnapping investigation CASE-2026-0527.,nan
EV04390,Interview,Interview involving Rhea Joshi,2026-07-11T09:47:02,L0453,C0527,Interview activity observed in connection with kidnapping investigation CASE-2026-0527.,nan
EV04391,Meeting,Meeting involving Ishaan Menon,2026-01-15T02:07:01,L0453,C0527,Meeting activity observed in connection with kidnapping investigation CASE-2026-0527.,E10500
EV04392,Vehicle Movement,Vehicle Movement involving Anushka Bansal,2026-09-14T10:47:16,L0453,C0527,Vehicle Movement activity observed in connection with kidnapping investigation CASE-2026-0527.,nan
EV04393,Interview,Interview involving Sana Mishra,2026-08-06T18:48:59,L0062,C0528,Interview activity observed in connection with data theft investigation CASE-2026-0528.,nan
EV04394,Transaction,Transaction involving Ishaan Thakur,2026-08-18T15:58:16,L0554,C0528,Transaction activity observed in connection with data theft investigation CASE-2026-0528.,nan
EV04395,Crime,Crime involving Saurabh Gupta,2026-08-31T00:06:49,L0305,C0528,Crime activity observed in connection with data theft investigation CASE-2026-0528.,nan
EV04396,Interview,Interview involving Tanvi Verma,2026-08-01T00:04:58,L0155,C0529,Interview activity observed in connection with minor fraud investigation CASE-2026-0529.,E10507
EV04397,Meeting,Meeting involving Aman Bhat,2026-07-06T09:46:24,L0402,C0529,Meeting activity observed in connection with minor fraud investigation CASE-2026-0529.,nan
EV04398,Meeting,Meeting involving Aman Bhat,2026-05-21T07:16:51,L0155,C0529,Meeting activity observed in connection with minor fraud investigation CASE-2026-0529.,E10508
EV04399,Cyber Activity,Cyber Activity involving Naina Joshi,2026-05-06T03:36:40,L0402,C0529,Cyber Activity activity observed in connection with minor fraud investigation CASE-2026-0529.,nan
EV04400,Interview,Interview involving Karan Bansal,2026-07-04T20:02:36,L0390,C0530,Interview activity observed in connection with minor fraud investigation CASE-2026-0530.,nan
EV04401,Meeting,Meeting involving Mohit Verma,2026-07-13T11:22:31,L0589,C0530,Meeting activity observed in connection with minor fraud investigation CASE-2026-0530.,E10511
EV04402,Vehicle Movement,Vehicle Movement involving Sana Nair,2026-08-09T10:07:49,L0310,C0530,Vehicle Movement activity observed in connection with minor fraud investigation CASE-2026-0530.,nan
EV04403,Transaction,Transaction involving Sameer Mehta,2026-03-13T02:01:25,L0338,C0530,Transaction activity observed in connection with minor fraud investigation CASE-2026-0530.,nan
EV04404,Delivery,Delivery involving Raj Singh,2026-03-22T00:27:54,L0105,C0531,Delivery activity observed in connection with minor fraud investigation CASE-2026-0531.,E10512
EV04405,Call,Call involving Sneha Bansal,2026-03-18T12:25:21,L0105,C0531,Call activity observed in connection with minor fraud investigation CASE-2026-0531.,nan
EV04406,Vehicle Movement,Vehicle Movement involving Tara Thakur,2026-07-11T11:49:27,L0276,C0532,Vehicle Movement activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04407,Observation,Observation involving Naina Jadhav,2026-06-19T15:14:44,L0089,C0532,Observation activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04408,Interview,Interview involving Yash Joshi,2026-08-26T11:24:47,L0442,C0532,Interview activity observed in connection with money laundering investigation investigation CASE-2026-0532.,E10551
EV04409,Evidence Collection,Evidence Collection involving Shreya Mehta,2026-06-17T22:41:29,L0276,C0532,Evidence Collection activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04410,Call,Call involving Yash Joshi,2026-07-08T10:36:01,L0089,C0532,Call activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04411,Meeting,Meeting involving Arjun Saxena,2026-07-10T14:38:47,L0089,C0532,Meeting activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04412,Call,Call involving Nikhil Menon,2026-08-09T18:22:52,L0089,C0532,Call activity observed in connection with money laundering investigation investigation CASE-2026-0532.,E10552
EV04413,Crime,Crime involving Riya Rao,2026-08-22T18:35:28,L0276,C0532,Crime activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04414,Transaction,Transaction involving Riya Rao,2026-07-11T16:12:44,L0089,C0532,Transaction activity observed in connection with money laundering investigation investigation CASE-2026-0532.,E10553
EV04415,Observation,Observation involving Naina Jadhav,2026-06-15T16:10:43,L0265,C0532,Observation activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04416,Evidence Collection,Evidence Collection involving Naveen Rao,2026-07-22T16:24:49,L0089,C0532,Evidence Collection activity observed in connection with money laundering investigation investigation CASE-2026-0532.,E10554
EV04417,Delivery,Delivery involving Raj Thakur,2026-08-23T17:41:21,L0442,C0532,Delivery activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04418,Vehicle Movement,Vehicle Movement involving Arjun Saxena,2026-07-19T07:54:34,L0265,C0532,Vehicle Movement activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04419,Interview,Interview involving Nisha Menon,2026-06-10T23:39:10,L0476,C0532,Interview activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04420,Delivery,Delivery involving Shreya Iyer,2026-07-25T10:40:26,L0442,C0532,Delivery activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04421,Meeting,Meeting involving Sana Ghosh,2026-08-28T23:40:29,L0476,C0532,Meeting activity observed in connection with money laundering investigation investigation CASE-2026-0532.,E10555
EV04422,Arrest,Arrest involving Karan Bansal,2026-08-07T02:02:15,L0276,C0532,Arrest activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04423,Crime,Crime involving Isha Kulkarni,2026-08-03T04:57:06,L0442,C0532,Crime activity observed in connection with money laundering investigation investigation CASE-2026-0532.,E10556
EV04424,Transaction,Transaction involving Yash Reddy,2026-07-21T04:35:51,L0276,C0532,Transaction activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04425,Surveillance,Surveillance involving Karan Mehta,2026-08-01T13:04:09,L0276,C0532,Surveillance activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04426,Call,Call involving Karan Patil,2026-07-16T05:25:33,L0476,C0532,Call activity observed in connection with money laundering investigation investigation CASE-2026-0532.,nan
EV04427,Transaction,Transaction involving Raj Thakur,2026-06-21T02:15:30,L0520,C0533,Transaction activity observed in connection with identity fraud investigation CASE-2026-0533.,nan
EV04428,Arrest,Arrest involving Pallavi Verma,2026-04-01T06:59:18,L0520,C0533,Arrest activity observed in connection with identity fraud investigation CASE-2026-0533.,nan
EV04429,Surveillance,Surveillance involving Kiara Bhat,2026-10-26T07:40:42,L0360,C0533,Surveillance activity observed in connection with identity fraud investigation CASE-2026-0533.,nan
EV04430,Vehicle Movement,Vehicle Movement involving Aditya Naik,2026-07-09T03:06:13,L0218,C0533,Vehicle Movement activity observed in connection with identity fraud investigation CASE-2026-0533.,nan
EV04431,Arrest,Arrest involving Ishita Naik,2026-07-17T02:21:29,L0360,C0534,Arrest activity observed in connection with banking fraud investigation CASE-2026-0534.,nan
EV04432,Delivery,Delivery involving Shreya Desai,2026-05-17T11:33:39,L0520,C0534,Delivery activity observed in connection with banking fraud investigation CASE-2026-0534.,nan
EV04433,Call,Call involving Ishaan Menon,2026-06-29T14:13:20,L0073,C0534,Call activity observed in connection with banking fraud investigation CASE-2026-0534.,nan
EV04434,Crime,Crime involving Diya Shah,2026-05-03T11:33:39,L0525,C0534,Crime activity observed in connection with banking fraud investigation CASE-2026-0534.,nan
EV04435,Delivery,Delivery involving Akash Khan,2026-08-15T05:43:57,L0520,C0534,Delivery activity observed in connection with banking fraud investigation CASE-2026-0534.,E10568
EV04436,Transaction,Transaction involving Vivek Shah,2026-08-09T06:19:51,L0525,C0534,Transaction activity observed in connection with banking fraud investigation CASE-2026-0534.,E10569
EV04437,Surveillance,Surveillance involving Ishaan Menon,2026-03-05T10:05:20,L0360,C0534,Surveillance activity observed in connection with banking fraud investigation CASE-2026-0534.,nan
EV04438,Cyber Activity,Cyber Activity involving Sameer Malhotra,2026-03-20T06:58:41,L0385,C0535,Cyber Activity activity observed in connection with insurance fraud investigation CASE-2026-0535.,nan
EV04439,Delivery,Delivery involving Simran Kapoor,2026-10-02T15:04:45,L0179,C0535,Delivery activity observed in connection with insurance fraud investigation CASE-2026-0535.,nan
EV04440,Meeting,Meeting involving Karan Shah,2026-04-14T12:02:02,L0179,C0535,Meeting activity observed in connection with insurance fraud investigation CASE-2026-0535.,nan
EV04441,Delivery,Delivery involving Simran Kapoor,2026-02-12T00:21:24,L0210,C0535,Delivery activity observed in connection with insurance fraud investigation CASE-2026-0535.,E10576
EV04442,Evidence Collection,Evidence Collection involving Shreya Bansal,2026-12-15T07:35:39,L0179,C0535,Evidence Collection activity observed in connection with insurance fraud investigation CASE-2026-0535.,nan
EV04443,Call,Call involving Ananya Khan,2026-11-11T17:52:19,L0385,C0535,Call activity observed in connection with insurance fraud investigation CASE-2026-0535.,E10577
EV04444,Observation,Observation involving Sameer Malhotra,2026-04-28T10:07:31,L0130,C0535,Observation activity observed in connection with insurance fraud investigation CASE-2026-0535.,nan
EV04445,Vehicle Movement,Vehicle Movement involving Sameer Malhotra,2026-06-30T03:49:31,L0210,C0535,Vehicle Movement activity observed in connection with insurance fraud investigation CASE-2026-0535.,nan
EV04446,Transaction,Transaction involving Karan Shah,2026-04-22T10:05:00,L0385,C0535,Transaction activity observed in connection with insurance fraud investigation CASE-2026-0535.,nan
EV04447,Interview,Interview involving Ishaan Kulkarni,2026-10-01T10:28:16,L0090,C0536,Interview activity observed in connection with document fraud investigation CASE-2026-0536.,nan
EV04448,Meeting,Meeting involving Sneha Jadhav,2026-06-12T13:31:54,L0113,C0536,Meeting activity observed in connection with document fraud investigation CASE-2026-0536.,nan
EV04449,Crime,Crime involving Riya Shah,2026-08-03T03:59:25,L0164,C0536,Crime activity observed in connection with document fraud investigation CASE-2026-0536.,nan
EV04450,Financial Activity,Financial Activity involving Kunal Thakur,2026-11-23T13:22:28,L0573,C0536,Financial Activity activity observed in connection with document fraud investigation CASE-2026-0536.,E10583
EV04451,Vehicle Movement,Vehicle Movement involving Sneha Jadhav,2026-08-08T21:14:03,L0164,C0536,Vehicle Movement activity observed in connection with document fraud investigation CASE-2026-0536.,nan
EV04452,Crime,Crime involving Neha Thakur,2026-12-27T16:05:28,L0362,C0537,Crime activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04453,Call,Call involving Rhea Joshi,2026-06-16T19:51:55,L0362,C0537,Call activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04454,Cyber Activity,Cyber Activity involving Isha Nair,2026-02-24T01:42:22,L0225,C0537,Cyber Activity activity observed in connection with major cybercrime investigation CASE-2026-0537.,E10590
EV04455,Arrest,Arrest involving Aditya Jadhav,2026-12-06T20:20:44,L0082,C0537,Arrest activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04456,Cyber Activity,Cyber Activity involving Neha Thakur,2026-11-26T09:02:58,L0592,C0537,Cyber Activity activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04457,Cyber Activity,Cyber Activity involving Tara Desai,2026-02-16T13:05:15,L0362,C0537,Cyber Activity activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04458,Interview,Interview involving Yash Kapoor,2026-05-02T05:51:10,L0225,C0537,Interview activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04459,Financial Activity,Financial Activity involving Manav Nair,2026-12-03T08:12:13,L0082,C0537,Financial Activity activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04460,Cyber Activity,Cyber Activity involving Ishita Singh,2026-06-24T10:38:45,L0082,C0537,Cyber Activity activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04461,Surveillance,Surveillance involving Aditya Menon,2026-07-08T06:02:02,L0592,C0537,Surveillance activity observed in connection with major cybercrime investigation CASE-2026-0537.,nan
EV04462,Crime,Crime involving Zoya Verma,2026-01-21T03:29:17,L0298,C0538,Crime activity observed in connection with vehicle theft investigation CASE-2026-0538.,nan
EV04463,Cyber Activity,Cyber Activity involving Zoya Verma,2026-06-03T22:09:18,L0590,C0538,Cyber Activity activity observed in connection with vehicle theft investigation CASE-2026-0538.,E10593
EV04464,Vehicle Movement,Vehicle Movement involving Saurabh Iyer,2026-07-30T11:16:49,L0556,C0539,Vehicle Movement activity observed in connection with cyber extortion investigation CASE-2026-0539.,nan
EV04465,Observation,Observation involving Saurabh Iyer,2026-11-21T20:17:12,L0571,C0539,Observation activity observed in connection with cyber extortion investigation CASE-2026-0539.,nan
EV04466,Meeting,Meeting involving Kiara Shah,2026-06-25T12:27:00,L0556,C0539,Meeting activity observed in connection with cyber extortion investigation CASE-2026-0539.,nan
EV04467,Vehicle Movement,Vehicle Movement involving Vikram Kulkarni,2026-06-09T19:11:59,L0145,C0539,Vehicle Movement activity observed in connection with cyber extortion investigation CASE-2026-0539.,nan
EV04468,Evidence Collection,Evidence Collection involving Avni Naik,2026-05-01T17:45:51,L0351,C0539,Evidence Collection activity observed in connection with cyber extortion investigation CASE-2026-0539.,nan
EV04469,Transaction,Transaction involving Neha Kapoor,2026-02-01T08:34:10,L0571,C0539,Transaction activity observed in connection with cyber extortion investigation CASE-2026-0539.,nan
EV04470,Cyber Activity,Cyber Activity involving Diya Verma,2026-12-09T05:45:47,L0351,C0539,Cyber Activity activity observed in connection with cyber extortion investigation CASE-2026-0539.,E10601
EV04471,Vehicle Movement,Vehicle Movement involving Vikram Kulkarni,2026-01-13T12:16:17,L0351,C0539,Vehicle Movement activity observed in connection with cyber extortion investigation CASE-2026-0539.,nan
EV04472,Observation,Observation involving Riya Saxena,2026-09-20T16:27:32,L0179,C0540,Observation activity observed in connection with large organized crime network investigation CASE-2026-0540.,E10612
EV04473,Transaction,Transaction involving Pranav Bansal,2026-06-14T22:27:32,L0381,C0540,Transaction activity observed in connection with large organized crime network investigation CASE-2026-0540.,nan
EV04474,Surveillance,Surveillance involving Ritesh Iyer,2026-07-20T04:06:02,L0179,C0540,Surveillance activity observed in connection with large organized crime network investigation CASE-2026-0540.,nan
EV04475,Arrest,Arrest involving Tara Kapoor,2026-02-10T18:56:16,L0447,C0540,Arrest activity observed in connection with large organized crime network investigation CASE-2026-0540.,nan
