finding_id,source_id,entity_id,entity_type,finding_type,content,timestamp,confidence,status,case_id
OF01647,OS0801,P05817,person,Business Listing,OSINT record suggests online presence associated with Simran Joshi (P05817).,2026-05-31T07:18:17,0.63,Review,C0412
OF01648,OS0801,P05813,person,Digital Footprint,OSINT record suggests online presence associated with Isha Bansal (P05813).,2026-05-30T09:18:17,0.64,Disputed,C0412
OF01649,OS0802,P05822,person,Public Mention,OSINT record suggests online presence associated with Dhruv Malhotra (P05822).,2026-08-18T01:48:54,0.72,Review,C0413
OF01650,OS0802,P05821,person,Digital Footprint,OSINT record suggests online presence associated with Tara Joshi (P05821).,2026-08-18T04:48:54,0.47,Review,C0413
OF01651,OS0802,P05826,person,Business Listing,OSINT record suggests online presence associated with Mahi Khan (P05826).,2026-08-18T07:48:54,0.86,Verified,C0413
OF01652,OS0803,P05825,person,Business Listing,OSINT record suggests online presence associated with Nisha Nair (P05825).,2026-09-01T04:49:53,0.5,Review,C0413
OF01653,OS0803,P05822,person,Social Identity,OSINT record suggests online presence associated with Dhruv Malhotra (P05822).,2026-08-31T22:49:53,0.65,Disputed,C0413
OF01654,OS0804,P05830,person,Business Listing,OSINT record suggests online presence associated with Aarav Desai (P05830).,2026-07-18T07:18:18,0.83,Review,C0414
OF01655,OS0805,P00006,person,Public Mention,OSINT record suggests online presence associated with Aarav Nair (P00006).,2026-07-11T00:04:57,0.58,Disputed,C0414
OF01656,OS0805,O0233,organization,Social Identity,OSINT record references business listing possibly linked to Orbit Solutions Pvt Ltd (O0233).,2026-07-12T11:04:57,0.86,Verified,C0414
OF01657,OS0805,O0233,organization,Digital Footprint,OSINT record references business listing possibly linked to Orbit Solutions Pvt Ltd (O0233).,2026-07-10T17:04:57,0.81,Verified,C0414
OF01658,OS0806,P05833,person,Public Mention,OSINT record suggests online presence associated with Neha Kapoor (P05833).,2026-07-24T00:34:43,0.63,Verified,C0414
OF01659,OS0806,P05832,person,Social Identity,OSINT record suggests online presence associated with Varun Menon (P05832).,2026-07-23T02:34:43,0.87,Verified,C0414
OF01660,OS0807,O0233,organization,Social Identity,OSINT record references business listing possibly linked to Orbit Solutions Pvt Ltd (O0233).,2026-08-15T13:23:03,0.86,Disputed,C0414
OF01661,OS0807,P00023,person,Digital Footprint,OSINT record suggests online presence associated with Aditya Menon (P00023).,2026-08-16T01:23:03,0.59,Disputed,C0414
OF01662,OS0807,P03687,person,Public Mention,OSINT record suggests online presence associated with Akash Bhat (P03687).,2026-08-15T08:23:03,0.85,Review,C0414
OF01663,OS0808,P04199,person,Business Listing,OSINT record suggests online presence associated with Sameer Iyer (P04199).,2026-06-26T15:59:22,0.47,Review,C0415
OF01664,OS0808,P05836,person,Public Mention,OSINT record suggests online presence associated with Vivek Gupta (P05836).,2026-06-27T13:59:22,0.67,Disputed,C0415
OF01665,OS0808,P04587,person,Business Listing,OSINT record suggests online presence associated with Rahul Joshi (P04587).,2026-06-26T06:59:22,0.65,Verified,C0415
OF01666,OS0809,P05856,person,Public Mention,OSINT record suggests online presence associated with Aditya Kulkarni (P05856).,2026-08-06T20:25:03,0.82,Verified,C0416
OF01667,OS0810,P05863,person,Digital Footprint,OSINT record suggests online presence associated with Ritesh Kapoor (P05863).,2026-08-02T20:48:58,0.7,Disputed,C0417
OF01668,OS0810,P05880,person,Business Listing,OSINT record suggests online presence associated with Yash Verma (P05880).,2026-08-01T06:48:58,0.51,Review,C0417
OF01669,OS0811,P05873,person,Business Listing,OSINT record suggests online presence associated with Shreya Menon (P05873).,2026-08-19T08:20:50,0.45,Review,C0417
OF01670,OS0812,P05869,person,Digital Footprint,OSINT record suggests online presence associated with Tara Joshi (P05869).,2026-08-19T12:23:17,0.59,Verified,C0417
OF01671,OS0813,P05890,person,Business Listing,OSINT record suggests online presence associated with Shreya Shah (P05890).,2026-07-21T21:02:06,0.85,Disputed,C0418
OF01672,OS0813,P05888,person,Public Mention,OSINT record suggests online presence associated with Aarav Thakur (P05888).,2026-07-22T06:02:06,0.59,Review,C0418
OF01673,OS0814,P05889,person,Digital Footprint,OSINT record suggests online presence associated with Arjun Malhotra (P05889).,2026-05-11T22:43:02,0.66,Verified,C0418
OF01674,OS0814,P05896,person,Social Identity,OSINT record suggests online presence associated with Sana Desai (P05896).,2026-05-10T18:43:02,0.84,Disputed,C0418
OF01675,OS0815,P05895,person,Digital Footprint,OSINT record suggests online presence associated with Riya Ghosh (P05895).,2026-05-29T07:26:00,0.54,Verified,C0418
OF01676,OS0815,P05888,person,Public Mention,OSINT record suggests online presence associated with Aarav Thakur (P05888).,2026-05-28T05:26:00,0.9,Verified,C0418
OF01677,OS0815,P05895,person,Business Listing,OSINT record suggests online presence associated with Riya Ghosh (P05895).,2026-05-28T03:26:00,0.79,Review,C0418
OF01678,OS0816,P05891,person,Digital Footprint,OSINT record suggests online presence associated with Mahi Kapoor (P05891).,2026-07-22T17:15:08,0.55,Disputed,C0418
OF01679,OS0816,P05889,person,Social Identity,OSINT record suggests online presence associated with Arjun Malhotra (P05889).,2026-07-23T11:15:08,0.57,Verified,C0418
OF01680,OS0816,P05894,person,Public Mention,OSINT record suggests online presence associated with Trisha Gupta (P05894).,2026-07-23T21:15:08,0.51,Review,C0418
OF01681,OS0817,P05916,person,Digital Footprint,OSINT record suggests online presence associated with Ananya Sethi (P05916).,2026-06-12T21:12:09,0.53,Review,C0419
OF01682,OS0818,P05927,person,Business Listing,OSINT record suggests online presence associated with Diya Jadhav (P05927).,2026-07-27T18:58:35,0.57,Review,C0420
OF01683,OS0819,P00169,person,Social Identity,OSINT record suggests online presence associated with Kiara Malhotra (P00169).,2026-06-04T12:36:58,0.54,Review,C0421
OF01684,OS0819,P05930,person,Digital Footprint,OSINT record suggests online presence associated with Anushka Menon (P05930).,2026-06-05T00:36:58,0.83,Verified,C0421
OF01685,OS0819,P05931,person,Social Identity,OSINT record suggests online presence associated with Vanya Chavan (P05931).,2026-06-04T06:36:58,0.86,Disputed,C0421
OF01686,OS0820,P05946,person,Public Mention,OSINT record suggests online presence associated with Naina Mehta (P05946).,2026-08-15T05:29:01,0.56,Review,C0422
OF01687,OS0821,P05947,person,Business Listing,OSINT record suggests online presence associated with Akash Das (P05947).,2026-07-16T12:20:06,0.66,Disputed,C0422
OF01688,OS0822,P05961,person,Business Listing,OSINT record suggests online presence associated with Kabir Shah (P05961).,2026-07-03T04:26:48,0.5,Review,C0423
OF01689,OS0823,P05910,person,Public Mention,OSINT record suggests online presence associated with Anushka Singh (P05910).,2026-10-02T11:27:54,0.81,Review,C0423
OF01690,OS0823,O0237,organization,Social Identity,OSINT record references business listing possibly linked to Blue Horizon Distribution Services (O0237).,2026-10-01T19:27:54,0.69,Review,C0423
OF01691,OS0824,P05954,person,Social Identity,OSINT record suggests online presence associated with Naina Verma (P05954).,2026-11-26T15:23:44,0.61,Disputed,C0423
OF01692,OS0824,P05969,person,Social Identity,OSINT record suggests online presence associated with Dev Jadhav (P05969).,2026-11-27T17:23:44,0.85,Review,C0423
OF01693,OS0825,P05977,person,Digital Footprint,OSINT record suggests online presence associated with Manav Mehta (P05977).,2026-08-23T20:48:21,0.81,Review,C0424
OF01694,OS0825,P05983,person,Business Listing,OSINT record suggests online presence associated with Pranav Thakur (P05983).,2026-08-22T07:48:21,0.84,Verified,C0424
OF01695,OS0826,P06015,person,Public Mention,OSINT record suggests online presence associated with Aditya Mehta (P06015).,2026-08-27T12:51:01,0.68,Review,C0424
OF01696,OS0826,P05979,person,Digital Footprint,OSINT record suggests online presence associated with Kavya Khan (P05979).,2026-08-29T01:51:01,0.82,Disputed,C0424
OF01697,OS0827,P05980,person,Social Identity,OSINT record suggests online presence associated with Riya Jadhav (P05980).,2026-08-23T08:55:24,0.67,Verified,C0424
OF01698,OS0827,P06006,person,Public Mention,OSINT record suggests online presence associated with Vivek Shetty (P06006).,2026-08-23T08:55:24,0.78,Disputed,C0424
OF01699,OS0828,P06020,person,Social Identity,OSINT record suggests online presence associated with Sameer Bhat (P06020).,2026-03-03T01:40:41,0.75,Disputed,C0425
OF01700,OS0829,P06021,person,Digital Footprint,OSINT record suggests online presence associated with Naina Bhat (P06021).,2026-09-24T22:05:08,0.55,Verified,C0425
OF01701,OS0830,O0238,organization,Social Identity,OSINT record references business listing possibly linked to Malabar Logistics Pvt Ltd (O0238).,2026-08-10T15:42:16,0.58,Review,C0426
OF01702,OS0830,P05398,person,Public Mention,OSINT record suggests online presence associated with Aman Patil (P05398).,2026-08-11T13:42:16,0.66,Verified,C0426
OF01703,OS0830,P06039,person,Social Identity,OSINT record suggests online presence associated with Mohit Gupta (P06039).,2026-08-11T02:42:16,0.64,Disputed,C0426
OF01704,OS0831,P06039,person,Social Identity,OSINT record suggests online presence associated with Mohit Gupta (P06039).,2026-03-18T17:25:54,0.87,Disputed,C0426
OF01705,OS0831,P06042,person,Business Listing,OSINT record suggests online presence associated with Pranav Chavan (P06042).,2026-03-18T10:25:54,0.65,Disputed,C0426
OF01706,OS0831,P00308,person,Public Mention,OSINT record suggests online presence associated with Riya Nair (P00308).,2026-03-18T03:25:54,0.58,Review,C0426
OF01707,OS0832,O0238,organization,Public Mention,OSINT record references business listing possibly linked to Malabar Logistics Pvt Ltd (O0238).,2026-05-18T21:57:31,0.6,Review,C0426
OF01708,OS0832,P06039,person,Social Identity,OSINT record suggests online presence associated with Mohit Gupta (P06039).,2026-05-18T19:57:31,0.57,Review,C0426
OF01709,OS0833,O0239,organization,Business Listing,OSINT record references business listing possibly linked to Regal Manufacturing Co (O0239).,2026-03-28T16:07:53,0.55,Disputed,C0427
OF01710,OS0834,O0239,organization,Public Mention,OSINT record references business listing possibly linked to Regal Manufacturing Co (O0239).,2026-06-20T09:06:22,0.8,Verified,C0427
OF01711,OS0834,P06052,person,Digital Footprint,OSINT record suggests online presence associated with Isha Shah (P06052).,2026-06-21T17:06:22,0.82,Verified,C0427
OF01712,OS0835,O0239,organization,Digital Footprint,OSINT record references business listing possibly linked to Regal Manufacturing Co (O0239).,2026-06-24T01:32:29,0.7,Disputed,C0427
OF01713,OS0836,P06047,person,Business Listing,OSINT record suggests online presence associated with Tara Sethi (P06047).,2026-06-24T21:50:00,0.59,Disputed,C0427
OF01714,OS0836,P06052,person,Business Listing,OSINT record suggests online presence associated with Isha Shah (P06052).,2026-06-24T18:50:00,0.67,Review,C0427
OF01715,OS0836,O0239,organization,Business Listing,OSINT record references business listing possibly linked to Regal Manufacturing Co (O0239).,2026-06-24T10:50:00,0.8,Disputed,C0427
OF01716,OS0837,P06065,person,Business Listing,OSINT record suggests online presence associated with Rahul Naik (P06065).,2026-08-24T23:05:21,0.83,Disputed,C0428
OF01717,OS0837,P06066,person,Social Identity,OSINT record suggests online presence associated with Sameer Singh (P06066).,2026-08-23T06:05:21,0.47,Verified,C0428
OF01718,OS0837,P06060,person,Public Mention,OSINT record suggests online presence associated with Aditi Chavan (P06060).,2026-08-24T15:05:21,0.57,Verified,C0428
OF01719,OS0838,P06061,person,Public Mention,OSINT record suggests online presence associated with Naveen Verma (P06061).,2026-08-16T14:57:25,0.55,Disputed,C0428
OF01720,OS0838,P06057,person,Social Identity,OSINT record suggests online presence associated with Aanya Bansal (P06057).,2026-08-16T22:57:25,0.78,Disputed,C0428
OF01721,OS0839,P06065,person,Digital Footprint,OSINT record suggests online presence associated with Rahul Naik (P06065).,2026-07-07T09:48:31,0.88,Review,C0428
OF01722,OS0840,P06074,person,Digital Footprint,OSINT record suggests online presence associated with Ishaan Iyer (P06074).,2026-05-29T10:02:09,0.83,Review,C0429
OF01723,OS0840,P06073,person,Social Identity,OSINT record suggests online presence associated with Kunal Bhat (P06073).,2026-05-31T05:02:09,0.5,Disputed,C0429
OF01724,OS0841,P06069,person,Business Listing,OSINT record suggests online presence associated with Harsh Das (P06069).,2026-08-21T23:43:26,0.84,Review,C0429
OF01725,OS0841,P06068,person,Digital Footprint,OSINT record suggests online presence associated with Kiara Mishra (P06068).,2026-08-23T07:43:26,0.51,Verified,C0429
OF01726,OS0841,P06070,person,Business Listing,OSINT record suggests online presence associated with Sana Menon (P06070).,2026-08-23T03:43:26,0.9,Review,C0429
OF01727,OS0842,P06070,person,Social Identity,OSINT record suggests online presence associated with Sana Menon (P06070).,2026-01-13T15:57:11,0.52,Review,C0429
OF01728,OS0842,P06073,person,Business Listing,OSINT record suggests online presence associated with Kunal Bhat (P06073).,2026-01-13T08:57:11,0.82,Review,C0429
OF01729,OS0843,P06077,person,Public Mention,OSINT record suggests online presence associated with Diya Jadhav (P06077).,2026-08-24T20:11:28,0.84,Disputed,C0430
OF01730,OS0843,P06081,person,Digital Footprint,OSINT record suggests online presence associated with Tanvi Mishra (P06081).,2026-08-24T01:11:28,0.54,Disputed,C0430
OF01731,OS0844,P06080,person,Business Listing,OSINT record suggests online presence associated with Shreya Chavan (P06080).,2026-11-13T02:18:22,0.81,Review,C0430
OF01732,OS0844,P06080,person,Digital Footprint,OSINT record suggests online presence associated with Shreya Chavan (P06080).,2026-11-12T21:18:22,0.71,Verified,C0430
OF01733,OS0844,P06079,person,Business Listing,OSINT record suggests online presence associated with Aanya Saxena (P06079).,2026-11-12T16:18:22,0.69,Disputed,C0430
OF01734,OS0845,P06076,person,Social Identity,OSINT record suggests online presence associated with Arnav Bhat (P06076).,2026-05-03T08:49:26,0.81,Disputed,C0430
OF01735,OS0845,P06078,person,Public Mention,OSINT record suggests online presence associated with Vikram Singh (P06078).,2026-05-02T03:49:26,0.91,Review,C0430
OF01736,OS0846,P06091,person,Social Identity,OSINT record suggests online presence associated with Karan Desai (P06091).,2026-03-19T21:43:28,0.59,Verified,C0431
OF01737,OS0846,P06091,person,Digital Footprint,OSINT record suggests online presence associated with Karan Desai (P06091).,2026-03-19T06:43:28,0.51,Verified,C0431
OF01738,OS0846,P06090,person,Business Listing,OSINT record suggests online presence associated with Kunal Naik (P06090).,2026-03-19T07:43:28,0.75,Disputed,C0431
OF01739,OS0847,P06093,person,Digital Footprint,OSINT record suggests online presence associated with Nikhil Nair (P06093).,2026-04-17T16:58:54,0.9,Review,C0432
OF01740,OS0847,O0240,organization,Public Mention,OSINT record references business listing possibly linked to Apex Realty Pvt Ltd (O0240).,2026-04-18T03:58:54,0.86,Disputed,C0432
OF01741,OS0847,O0240,organization,Social Identity,OSINT record references business listing possibly linked to Apex Realty Pvt Ltd (O0240).,2026-04-17T12:58:54,0.59,Disputed,C0432
OF01742,OS0848,P06094,person,Business Listing,OSINT record suggests online presence associated with Naina Gupta (P06094).,2026-03-04T11:13:35,0.67,Disputed,C0432
OF01743,OS0849,P06098,person,Business Listing,OSINT record suggests online presence associated with Avni Gupta (P06098).,2026-02-24T04:54:21,0.86,Verified,C0432
OF01744,OS0849,O0240,organization,Business Listing,OSINT record references business listing possibly linked to Apex Realty Pvt Ltd (O0240).,2026-02-23T21:54:21,0.71,Review,C0432
OF01745,OS0850,P06116,person,Digital Footprint,OSINT record suggests online presence associated with Shreya Bansal (P06116).,2026-03-27T17:33:24,0.58,Verified,C0433
OF01746,OS0850,P06109,person,Digital Footprint,OSINT record suggests online presence associated with Ishaan Jadhav (P06109).,2026-03-27T05:33:24,0.81,Review,C0433
OF01747,OS0851,P06119,person,Digital Footprint,OSINT record suggests online presence associated with Isha Verma (P06119).,2026-06-28T02:30:12,0.55,Review,C0434
OF01748,OS0851,P06121,person,Social Identity,OSINT record suggests online presence associated with Tanvi Patil (P06121).,2026-06-26T23:30:12,0.72,Review,C0434
OF01749,OS0852,P01254,person,Digital Footprint,OSINT record suggests online presence associated with Siddharth Rao (P01254).,2026-08-04T00:41:53,0.76,Verified,C0435
OF01750,OS0852,P06122,person,Business Listing,OSINT record suggests online presence associated with Pooja Patil (P06122).,2026-08-04T03:41:53,0.76,Disputed,C0435
OF01751,OS0852,P06123,person,Social Identity,OSINT record suggests online presence associated with Shreya Mishra (P06123).,2026-08-05T04:41:53,0.54,Disputed,C0435
OF01752,OS0853,P06128,person,Public Mention,OSINT record suggests online presence associated with Kabir Khan (P06128).,2026-07-28T22:37:10,0.57,Verified,C0436
OF01753,OS0853,O0241,organization,Social Identity,OSINT record references business listing possibly linked to Central Trade Consultants (O0241).,2026-07-28T06:37:10,0.65,Disputed,C0436
OF01754,OS0854,P06153,person,Social Identity,OSINT record suggests online presence associated with Arjun Pillai (P06153).,2026-06-11T13:34:27,0.6,Disputed,C0437
OF01755,OS0854,P06136,person,Public Mention,OSINT record suggests online presence associated with Pranav Mehta (P06136).,2026-06-11T17:34:27,0.84,Disputed,C0437
OF01756,OS0854,P06161,person,Business Listing,OSINT record suggests online presence associated with Siddharth Singh (P06161).,2026-06-11T15:34:27,0.54,Disputed,C0437
OF01757,OS0855,O0242,organization,Digital Footprint,OSINT record references business listing possibly linked to Orbit Import Export House (O0242).,2026-03-29T10:19:51,0.82,Review,C0437
OF01758,OS0856,P06152,person,Business Listing,OSINT record suggests online presence associated with Vanya Khan (P06152).,2026-03-01T23:06:38,0.5,Review,C0437
OF01759,OS0856,P06135,person,Social Identity,OSINT record suggests online presence associated with Neha Kulkarni (P06135).,2026-03-01T20:06:38,0.67,Disputed,C0437
OF01760,OS0856,P06149,person,Business Listing,OSINT record suggests online presence associated with Zoya Iyer (P06149).,2026-02-28T21:06:38,0.56,Review,C0437
OF01761,OS0857,O0243,organization,Social Identity,OSINT record references business listing possibly linked to Zenith Enterprises (O0243).,2026-03-18T20:32:10,0.77,Review,C0438
OF01762,OS0858,P06176,person,Digital Footprint,OSINT record suggests online presence associated with Sana Nair (P06176).,2026-06-23T04:07:09,0.7,Disputed,C0439
OF01763,OS0858,O0244,organization,Business Listing,OSINT record references business listing possibly linked to Central Distribution Services (O0244).,2026-06-24T13:07:09,0.74,Disputed,C0439
OF01764,OS0858,P06168,person,Digital Footprint,OSINT record suggests online presence associated with Kunal Joshi (P06168).,2026-06-24T18:07:09,0.83,Review,C0439
OF01765,OS0859,P06184,person,Social Identity,OSINT record suggests online presence associated with Aditi Sethi (P06184).,2026-05-09T12:01:25,0.65,Verified,C0439
OF01766,OS0859,P06172,person,Business Listing,OSINT record suggests online presence associated with Vivek Naik (P06172).,2026-05-09T06:01:25,0.5,Verified,C0439
OF01767,OS0860,P06170,person,Public Mention,OSINT record suggests online presence associated with Tanvi Malhotra (P06170).,2026-12-29T00:29:24,0.74,Disputed,C0439
OF01768,OS0861,P06187,person,Digital Footprint,OSINT record suggests online presence associated with Pallavi Rao (P06187).,2026-04-27T01:50:17,0.81,Disputed,C0440
OF01769,OS0862,P05758,person,Social Identity,OSINT record suggests online presence associated with Aanya Reddy (P05758).,2026-01-14T18:09:00,0.63,Review,C0441
OF01770,OS0862,P06191,person,Digital Footprint,OSINT record suggests online presence associated with Sameer Naik (P06191).,2026-01-14T19:09:00,0.76,Review,C0441
OF01771,OS0863,P06192,person,Social Identity,OSINT record suggests online presence associated with Vivek Ghosh (P06192).,2026-06-22T11:04:14,0.86,Review,C0442
OF01772,OS0864,P06196,person,Public Mention,OSINT record suggests online presence associated with Sameer Pillai (P06196).,2026-04-08T21:37:07,0.79,Verified,C0443
OF01773,OS0865,O0247,organization,Public Mention,OSINT record references business listing possibly linked to Horizon Enterprises (O0247).,2026-07-05T02:27:40,0.7,Disputed,C0444
OF01774,OS0865,O0247,organization,Digital Footprint,OSINT record references business listing possibly linked to Horizon Enterprises (O0247).,2026-07-03T20:27:40,0.57,Review,C0444
OF01775,OS0865,P06197,person,Digital Footprint,OSINT record suggests online presence associated with Avni Malhotra (P06197).,2026-07-04T02:27:40,0.73,Review,C0444
OF01776,OS0866,O0247,organization,Social Identity,OSINT record references business listing possibly linked to Horizon Enterprises (O0247).,2026-06-10T13:10:59,0.53,Review,C0444
OF01777,OS0866,P06201,person,Digital Footprint,OSINT record suggests online presence associated with Aditya Joshi (P06201).,2026-06-11T06:10:59,0.62,Disputed,C0444
OF01778,OS0866,P06198,person,Digital Footprint,OSINT record suggests online presence associated with Ishita Malhotra (P06198).,2026-06-10T19:10:59,0.46,Verified,C0444
OF01779,OS0867,P06206,person,Digital Footprint,OSINT record suggests online presence associated with Arjun Das (P06206).,2026-12-13T05:56:12,0.56,Review,C0445
OF01780,OS0868,O0248,organization,Business Listing,OSINT record references business listing possibly linked to Pioneer Manufacturing Co (O0248).,2026-08-11T17:40:09,0.72,Disputed,C0445
OF01781,OS0868,P02249,person,Digital Footprint,OSINT record suggests online presence associated with Trisha Mishra (P02249).,2026-08-11T07:40:09,0.58,Verified,C0445
OF01782,OS0868,P06206,person,Digital Footprint,OSINT record suggests online presence associated with Arjun Das (P06206).,2026-08-11T07:40:09,0.48,Verified,C0445
OF01783,OS0869,P06208,person,Social Identity,OSINT record suggests online presence associated with Aniket Iyer (P06208).,2026-06-08T17:01:57,0.63,Verified,C0445
OF01784,OS0869,O0248,organization,Social Identity,OSINT record references business listing possibly linked to Pioneer Manufacturing Co (O0248).,2026-06-10T03:01:57,0.77,Verified,C0445
OF01785,OS0869,P06204,person,Business Listing,OSINT record suggests online presence associated with Yash Singh (P06204).,2026-06-10T03:01:57,0.56,Disputed,C0445
OF01786,OS0870,O0249,organization,Business Listing,OSINT record references business listing possibly linked to Malabar Trade Consultants (O0249).,2026-01-01T02:33:43,0.57,Verified,C0446
OF01787,OS0870,P06212,person,Digital Footprint,OSINT record suggests online presence associated with Tanvi Bansal (P06212).,2026-01-01T07:33:43,0.85,Review,C0446
OF01788,OS0871,P06222,person,Social Identity,OSINT record suggests online presence associated with Isha Iyer (P06222).,2026-08-22T07:05:27,0.85,Review,C0447
OF01789,OS0871,P06215,person,Business Listing,OSINT record suggests online presence associated with Riya Iyer (P06215).,2026-08-23T05:05:27,0.63,Review,C0447
OF01790,OS0872,P06214,person,Public Mention,OSINT record suggests online presence associated with Aanya Jadhav (P06214).,2026-06-27T09:26:56,0.72,Review,C0447
OF01791,OS0872,P06217,person,Social Identity,OSINT record suggests online presence associated with Karan Mishra (P06217).,2026-06-26T08:26:56,0.49,Disputed,C0447
OF01792,OS0872,P06219,person,Business Listing,OSINT record suggests online presence associated with Yash Singh (P06219).,2026-06-26T08:26:56,0.7,Verified,C0447
OF01793,OS0873,P06238,person,Public Mention,OSINT record suggests online presence associated with Akash Ghosh (P06238).,2026-05-20T09:49:02,0.67,Review,C0448
OF01794,OS0874,P06239,person,Social Identity,OSINT record suggests online presence associated with Aditya Rao (P06239).,2026-08-08T16:43:11,0.82,Disputed,C0448
OF01795,OS0874,P06238,person,Digital Footprint,OSINT record suggests online presence associated with Akash Ghosh (P06238).,2026-08-07T19:43:11,0.77,Disputed,C0448
OF01796,OS0875,P06234,person,Public Mention,OSINT record suggests online presence associated with Harsh Chavan (P06234).,2026-08-08T05:48:37,0.85,Disputed,C0448
OF01797,OS0875,P06237,person,Public Mention,OSINT record suggests online presence associated with Pranav Verma (P06237).,2026-08-08T10:48:37,0.72,Disputed,C0448
OF01798,OS0876,P06238,person,Digital Footprint,OSINT record suggests online presence associated with Akash Ghosh (P06238).,2026-08-13T20:39:01,0.65,Review,C0448
OF01799,OS0876,P06243,person,Digital Footprint,OSINT record suggests online presence associated with Aditi Sethi (P06243).,2026-08-14T09:39:01,0.58,Verified,C0448
OF01800,OS0876,P06244,person,Business Listing,OSINT record suggests online presence associated with Aditi Nair (P06244).,2026-08-14T17:39:01,0.78,Review,C0448
OF01801,OS0877,P06248,person,Business Listing,OSINT record suggests online presence associated with Naina Sethi (P06248).,2026-11-11T09:52:30,0.49,Disputed,C0449
OF01802,OS0877,P06192,person,Business Listing,OSINT record suggests online presence associated with Vivek Ghosh (P06192).,2026-11-10T21:52:30,0.77,Verified,C0449
OF01803,OS0878,P04186,person,Digital Footprint,OSINT record suggests online presence associated with Arnav Chavan (P04186).,2026-06-04T23:18:59,0.62,Review,C0449
OF01804,OS0878,P06247,person,Digital Footprint,OSINT record suggests online presence associated with Pooja Khan (P06247).,2026-06-05T22:18:59,0.48,Review,C0449
OF01805,OS0878,P06250,person,Business Listing,OSINT record suggests online presence associated with Kabir Nair (P06250).,2026-06-05T17:18:59,0.8,Disputed,C0449
OF01806,OS0879,P06253,person,Business Listing,OSINT record suggests online presence associated with Neha Chavan (P06253).,2026-07-26T08:43:16,0.72,Disputed,C0450
OF01807,OS0879,O0250,organization,Business Listing,OSINT record references business listing possibly linked to Prime Technologies Pvt Ltd (O0250).,2026-07-25T03:43:16,0.53,Disputed,C0450
OF01808,OS0879,P06255,person,Digital Footprint,OSINT record suggests online presence associated with Anushka Kapoor (P06255).,2026-07-26T15:43:16,0.9,Verified,C0450
OF01809,OS0880,O0250,organization,Public Mention,OSINT record references business listing possibly linked to Prime Technologies Pvt Ltd (O0250).,2026-08-24T17:54:55,0.63,Disputed,C0450
OF01810,OS0880,O0250,organization,Social Identity,OSINT record references business listing possibly linked to Prime Technologies Pvt Ltd (O0250).,2026-08-23T11:54:55,0.68,Verified,C0450
OF01811,OS0881,P06257,person,Business Listing,OSINT record suggests online presence associated with Aniket Das (P06257).,2026-08-18T16:53:49,0.57,Disputed,C0450
OF01812,OS0881,P06251,person,Business Listing,OSINT record suggests online presence associated with Zoya Naik (P06251).,2026-08-19T03:53:49,0.48,Verified,C0450
OF01813,OS0882,P06283,person,Social Identity,OSINT record suggests online presence associated with Rahul Menon (P06283).,2026-05-14T19:36:55,0.64,Disputed,C0451
OF01814,OS0882,P06290,person,Business Listing,OSINT record suggests online presence associated with Pranav Khan (P06290).,2026-05-14T20:36:55,0.54,Disputed,C0451
OF01815,OS0882,P06303,person,Business Listing,OSINT record suggests online presence associated with Nikhil Jadhav (P06303).,2026-05-14T22:36:55,0.6,Review,C0451
OF01816,OS0883,P06320,person,Digital Footprint,OSINT record suggests online presence associated with Riya Rao (P06320).,2026-07-30T22:05:48,0.5,Disputed,C0452
OF01817,OS0883,O0251,organization,Social Identity,OSINT record references business listing possibly linked to Silverline Enterprises (O0251).,2026-07-31T06:05:48,0.8,Review,C0452
OF01818,OS0883,P06324,person,Business Listing,OSINT record suggests online presence associated with Naveen Verma (P06324).,2026-07-30T03:05:48,0.58,Disputed,C0452
OF01819,OS0884,P06310,person,Business Listing,OSINT record suggests online presence associated with Aanya Nair (P06310).,2026-07-20T12:23:40,0.83,Verified,C0452
OF01820,OS0884,P06309,person,Business Listing,OSINT record suggests online presence associated with Pallavi Kapoor (P06309).,2026-07-20T15:23:40,0.6,Verified,C0452
OF01821,OS0885,O0251,organization,Public Mention,OSINT record references business listing possibly linked to Silverline Enterprises (O0251).,2026-07-23T23:43:23,0.48,Disputed,C0452
OF01822,OS0886,P06334,person,Digital Footprint,OSINT record suggests online presence associated with Meera Rao (P06334).,2026-03-27T02:34:55,0.71,Review,C0453
OF01823,OS0886,P06334,person,Social Identity,OSINT record suggests online presence associated with Meera Rao (P06334).,2026-03-26T15:34:55,0.83,Verified,C0453
OF01824,OS0886,O0252,organization,Public Mention,OSINT record references business listing possibly linked to Ganga Manufacturing Co (O0252).,2026-03-25T23:34:55,0.46,Disputed,C0453
OF01825,OS0887,O0253,organization,Digital Footprint,OSINT record references business listing possibly linked to Crescent Solutions Pvt Ltd (O0253).,2026-05-19T17:16:10,0.67,Review,C0454
OF01826,OS0888,O0253,organization,Social Identity,OSINT record references business listing possibly linked to Crescent Solutions Pvt Ltd (O0253).,2026-05-14T13:42:51,0.84,Review,C0454
OF01827,OS0888,O0253,organization,Social Identity,OSINT record references business listing possibly linked to Crescent Solutions Pvt Ltd (O0253).,2026-05-13T12:42:51,0.58,Review,C0454
OF01828,OS0888,P06346,person,Public Mention,OSINT record suggests online presence associated with Yash Singh (P06346).,2026-05-14T17:42:51,0.81,Verified,C0454
